title,url,category,filetype,slide_count,publishing_consultancy
Digital Transformation Frameworks,https://flevy.com/browse/marketplace/digital-transformation-frameworks-5447,Digital Transformation,PowerPoint,91,Operational Excellence Consulting
ISO 27001/27002 Security Audit Questionnaire,https://flevy.com/browse/marketplace/iso-27001-27002-security-audit-questionnaire-2622,Digital Transformation,Excel,,John Kyriazoglou
Pathways to Data Monetization,https://flevy.com/browse/flevypro/pathways-to-data-monetization-5245,Digital Transformation,PowerPoint,27,LearnPPT Consulting
Robotic Process Automation (RPA),https://flevy.com/browse/flevypro/robotic-process-automation-rpa-2746,Digital Transformation,PowerPoint,36,PPT Lab
Digital Organizational Design,https://flevy.com/browse/flevypro/digital-organizational-design-3189,Digital Transformation,PowerPoint,23,LearnPPT Consulting
"Incident Management Process PPT (IT Service Management, ITSM)",https://flevy.com/browse/marketplace/incident-management-process-ppt-it-service-management-itsm-1886,Digital Transformation,PowerPoint,34,Ivana Nissen
Intelligent Process Automation (IPA),https://flevy.com/browse/flevypro/intelligent-process-automation-ipa-2770,Digital Transformation,PowerPoint,26,PPT Lab
"Change Management Process - PPT (IT Service Management, ITSM)",https://flevy.com/browse/marketplace/change-management-process-ppt-it-service-management-itsm-3046,Digital Transformation,PowerPoint,32,Ivana Nissen
Analytics-driven Organization,https://flevy.com/browse/flevypro/analytics-driven-organization-4019,Digital Transformation,PowerPoint,24,LearnPPT Consulting
Warehouse Automation: 10 Technologies,https://flevy.com/browse/flevypro/warehouse-automation-10-technologies-5465,Digital Transformation,PowerPoint,26,LearnPPT Consulting
Business Agility Toolkit (450+ KPIs and OKRs),https://flevy.com/browse/marketplace/business-agility-toolkit-450-kpis-and-okrs-9241,Digital Transformation,PowerPoint,1034,SB Consulting 
"Digital Transformation: People, Organization & Change",https://flevy.com/browse/marketplace/digital-transformation-people-organization-and-change-5129,Digital Transformation,PowerPoint,108,Operational Excellence Consulting
ChatGPT: Examples & Best Practices to Increase Performance,https://flevy.com/browse/marketplace/chatgpt-examples-and-best-practices-to-increase-performance-6708,Digital Transformation,PowerPoint,85,Samir Faraj
Data Analytics Strategy,https://flevy.com/browse/marketplace/data-analytics-strategy-7770,Digital Transformation,PowerPoint,205,SB Consulting 
Product Management KPIs,https://flevy.com/browse/flevypro/product-management-kpis-5526,Digital Transformation,PowerPoint,32,LearnPPT Consulting
IT Operating Model Framework,https://flevy.com/browse/marketplace/it-operating-model-framework-3897,Digital Transformation,PowerPoint,41,Eldiablo666
Omni-channel Retail Strategy,https://flevy.com/browse/marketplace/omni-channel-retail-strategy-3311,Digital Transformation,PowerPoint,44,LearnPPT Consulting
SaaS Startup Financial Model - Enterprise and User,https://flevy.com/browse/marketplace/saas-startup-financial-model-enterprise-and-user-5749,Digital Transformation,Excel,,Profit Vision
IT Service Catalogue Template,https://flevy.com/browse/marketplace/it-service-catalogue-template-3867,Digital Transformation,Excel,,Ivana Nissen
Complete Guide to ChatGPT & Prompt Engineering,https://flevy.com/browse/marketplace/complete-guide-to-chatgpt-and-prompt-engineering-7776,Digital Transformation,PowerPoint,62,LearnPPT Consulting
Digital Transformation: Challenges in Execution,https://flevy.com/browse/flevypro/digital-transformation-challenges-in-execution-5514,Digital Transformation,PowerPoint,31,LearnPPT Consulting
Digital Transformation: Challenges in Change & Organization,https://flevy.com/browse/flevypro/digital-transformation-challenges-in-change-and-organization-5555,Digital Transformation,PowerPoint,31,LearnPPT Consulting
Capability Maturity Model (CMM) - Enterprise Architecture,https://flevy.com/browse/flevypro/capability-maturity-model-cmm-enterprise-architecture-2949,Digital Transformation,PowerPoint,24,LearnPPT Consulting
Complete Guide to Customer-centric Design (CCD),https://flevy.com/browse/marketplace/complete-guide-to-customer-centric-design-ccd-3936,Digital Transformation,PowerPoint,103,LearnPPT Consulting
Digital Transformation Self-Assessment Toolkit (450+ KPIs),https://flevy.com/browse/marketplace/digital-transformation-self-assessment-toolkit-450-kpis-9179,Digital Transformation,PowerPoint,1112,SB Consulting 
Experience Economy,https://flevy.com/browse/flevypro/experience-economy-8086,Digital Transformation,PowerPoint,34,LearnPPT Consulting
Artificial Intelligence Data Center Ecosystem,https://flevy.com/browse/flevypro/artificial-intelligence-data-center-ecosystem-8567,Digital Transformation,PowerPoint,30,LearnPPT Consulting
Artificial Intelligence (AI): Machine Learning (ML),https://flevy.com/browse/flevypro/artificial-intelligence-ai-machine-learning-ml-3336,Digital Transformation,PowerPoint,22,LearnPPT Consulting
6 Core Elements of Agentic AI,https://flevy.com/browse/flevypro/6-core-elements-of-agentic-ai-9506,Digital Transformation,PowerPoint,36,LearnPPT Consulting
Customer-centric Culture,https://flevy.com/browse/flevypro/customer-centric-culture-3831,Digital Transformation,PowerPoint,23,LearnPPT Consulting
ChatGPT  - The Genesis of Artificial Intelligence,https://flevy.com/browse/marketplace/chatgpt-the-genesis-of-artificial-intelligence-6850,Digital Transformation,PowerPoint,116,RadVector  Consulting
ISO/IEC 27001:2022 (ISMS) Awareness Training,https://flevy.com/browse/marketplace/iso-iec-270012022-isms-awareness-training-6457,Digital Transformation,PowerPoint,78,Operational Excellence Consulting
Digital Insurance Maturity Model,https://flevy.com/browse/marketplace/digital-insurance-maturity-model-6217,Digital Transformation,PowerPoint,25,Affinity Consulting Partners
Digital Transformation: Challenges in Resources,https://flevy.com/browse/flevypro/digital-transformation-challenges-in-resources-5538,Digital Transformation,PowerPoint,32,LearnPPT Consulting
Digital Transformation: Operating Model Transformation,https://flevy.com/browse/flevypro/digital-transformation-operating-model-transformation-3977,Digital Transformation,PowerPoint,26,LearnPPT Consulting
Internet of Things (IoT) Decision Framework,https://flevy.com/browse/flevypro/internet-of-things-iot-decision-framework-2922,Digital Transformation,PowerPoint,21,LearnPPT Consulting
Big Data Enablement Framework,https://flevy.com/browse/flevypro/big-data-enablement-framework-2906,Digital Transformation,PowerPoint,22,LearnPPT Consulting
Incident Management Workflow - Process Guide,https://flevy.com/browse/marketplace/incident-management-workflow-process-guide-3020,Digital Transformation,Word,68,Ivana Nissen
Effective Communication with Virtual Teams,https://flevy.com/browse/flevypro/effective-communication-with-virtual-teams-3701,Digital Transformation,PowerPoint,23,LearnPPT Consulting
10 Principles of Customer Strategy,https://flevy.com/browse/flevypro/10-principles-of-customer-strategy-3678,Digital Transformation,PowerPoint,22,LearnPPT Consulting
Complete Artificial Intelligence (AI) Handbook,https://flevy.com/browse/marketplace/complete-artificial-intelligence-ai-handbook-7420,Digital Transformation,PowerPoint,158,SB Consulting 
"SCRUM Poster: SCRUM Sprint Cycle (A2, A1, A0) - New 2020",https://flevy.com/browse/marketplace/scrum-poster-scrum-sprint-cycle-a2-a1-a0-new-2020-4050,Digital Transformation,PDF,1,Ivana Nissen
ITIL 4 Managing Professional Transition Training Materials,https://flevy.com/browse/marketplace/itil-4-managing-professional-transition-training-materials-5487,Digital Transformation,PowerPoint,541,Samir Faraj
Data Governance Strategy,https://flevy.com/browse/flevypro/data-governance-strategy-6370,Digital Transformation,PowerPoint,23,LearnPPT Consulting
Levers of IT Simplification,https://flevy.com/browse/flevypro/levers-of-it-simplification-2737,Digital Transformation,PowerPoint,27,PPT Lab
Bitcoin Mining 3-Statement Financial Model (Pro version),https://flevy.com/browse/marketplace/bitcoin-mining-3-statement-financial-model-pro-version-8876,Digital Transformation,Excel,,ExcelFinModels
SaaS Customer Pricing Simulator: Optimization Template,https://flevy.com/browse/marketplace/saas-customer-pricing-simulator-optimization-template-6496,Digital Transformation,Excel,,Jason Varner | SmartHelping
Key Performance Indicators (KPIs) | IT Functions,https://flevy.com/browse/marketplace/key-performance-indicators-kpis-it-functions-8024,Digital Transformation,PowerPoint,116,ILMAM - Strategy & Management Consulting
Agile Talent Acquisition Strategy,https://flevy.com/browse/flevypro/agile-talent-acquisition-strategy-7142,Digital Transformation,PowerPoint,33,LearnPPT Consulting
Agile & Scrum Introduction,https://flevy.com/browse/marketplace/agile-and-scrum-introduction-4063,Digital Transformation,PowerPoint,107,Ivana Nissen
Customer Experience Maturity Assessment,https://flevy.com/browse/marketplace/customer-experience-maturity-assessment-4145,Digital Transformation,PowerPoint,30,CustCore Consulting
Digital Transformation - Intelligence Report (June 2022),https://flevy.com/browse/marketplace/digital-transformation-intelligence-report-june-2022-6265,Digital Transformation,PowerPoint,37,FlevyIntel
Five Pillars of Agile Organizations,https://flevy.com/browse/flevypro/five-pillars-of-agile-organizations-3175,Digital Transformation,PowerPoint,30,LearnPPT Consulting
Digital Supply Chain Strategy,https://flevy.com/browse/flevypro/digital-supply-chain-strategy-4023,Digital Transformation,PowerPoint,25,LearnPPT Consulting
CMM for Enterprise Architecture (EA) - 5-Year Tracker,https://flevy.com/browse/flevypro/cmm-for-enterprise-architecture-ea-5-year-tracker-2947,Digital Transformation,Excel,,Flevy
IT Security & Governance Template,https://flevy.com/browse/marketplace/it-security-and-governance-template-312,Digital Transformation,Word,18,Dartview Consulting
Digital Transformation: Step-by-step Implementation Guide,https://flevy.com/browse/marketplace/digital-transformation-step-by-step-implementation-guide-6251,Digital Transformation,PowerPoint,153,Operational Excellence Consulting
Agile Product Development Playbook for Executive Leadership,https://flevy.com/browse/marketplace/agile-product-development-playbook-for-executive-leadership-7848,Digital Transformation,PowerPoint,53,WallStBizStrategist
IT Capability Maturity Framework (IT-CMF),https://flevy.com/browse/flevypro/it-capability-maturity-framework-it-cmf-2911,Digital Transformation,PowerPoint,21,LearnPPT Consulting
Impact of Robotic Process Automation (RPA),https://flevy.com/browse/flevypro/impact-of-robotic-process-automation-rpa-3980,Digital Transformation,PowerPoint,21,LearnPPT Consulting
Virtual Teams: Challenges & Benefits,https://flevy.com/browse/flevypro/virtual-teams-challenges-and-benefits-4013,Digital Transformation,PowerPoint,26,LearnPPT Consulting
Risk Management: Cybersecurity Strategy,https://flevy.com/browse/flevypro/risk-management-cybersecurity-strategy-3132,Digital Transformation,PowerPoint,23,LearnPPT Consulting
Six Building Blocks of a Customer-Centric Organization,https://flevy.com/browse/flevypro/six-building-blocks-of-a-customer-centric-organization-2803,Digital Transformation,PowerPoint,32,PPT Lab
Prompt Engineering Strategies,https://flevy.com/browse/flevypro/prompt-engineering-strategies-7767,Digital Transformation,PowerPoint,26,LearnPPT Consulting
Enterprise Data Management and Governance,https://flevy.com/browse/marketplace/enterprise-data-management-and-governance-6459,Digital Transformation,PowerPoint,30,Affinity Consulting Partners
"Problem Management Process PPT (ITSM, IT Service Management)",https://flevy.com/browse/marketplace/problem-management-process-ppt-itsm-it-service-management-1887,Digital Transformation,PowerPoint,27,Ivana Nissen
Requirements Traceability Matrix (RTM) - Excel,https://flevy.com/browse/marketplace/requirements-traceability-matrix-rtm-excel-3602,Digital Transformation,Excel,,Your Agile Project Manager
Data Governance Primer,https://flevy.com/browse/flevypro/data-governance-primer-6363,Digital Transformation,PowerPoint,23,LearnPPT Consulting
"10 Best Practices for Small, Agile Teams",https://flevy.com/browse/flevypro/10-best-practices-for-small-agile-teams-5897,Digital Transformation,PowerPoint,25,LearnPPT Consulting
ChatGPT: Revolutionizing Business Interactions,https://flevy.com/browse/marketplace/chatgpt-revolutionizing-business-interactions-6826,Digital Transformation,PowerPoint,89,Operational Excellence Consulting
Guide to Delivering Best-in-Class Customer Care,https://flevy.com/browse/marketplace/guide-to-delivering-best-in-class-customer-care-2883,Digital Transformation,PowerPoint,78,P-Square Partners
Digital Marketing Plan,https://flevy.com/browse/marketplace/digital-marketing-plan-2798,Digital Transformation,PowerPoint,34,Safwan Khan
Digital Platform Strategy,https://flevy.com/browse/flevypro/digital-platform-strategy-5144,Digital Transformation,PowerPoint,33,LearnPPT Consulting
Customer Experience,https://flevy.com/browse/flevypro/customer-experience-2252,Digital Transformation,PowerPoint,21,LearnPPT Consulting
"Fit Transformation: Strong, Agile, Lean",https://flevy.com/browse/flevypro/fit-transformation-strong-agile-lean-3015,Digital Transformation,PowerPoint,24,LearnPPT Consulting
HR Digital Transformation,https://flevy.com/browse/marketplace/hr-digital-transformation-6441,Digital Transformation,PowerPoint,29,UJ Consulting
ITIL V3 Service Management Overview,https://flevy.com/browse/marketplace/itil-v3-service-management-overview-280,Digital Transformation,PowerPoint,129,Dartview Consulting
Cloud Strategy Template,https://flevy.com/browse/marketplace/cloud-strategy-template-3968,Digital Transformation,Word,42,R Bradley Consulting
"Human Factors - The ""Dirty Dozen""",https://flevy.com/browse/marketplace/human-factors-the-dirty-dozen-6771,Digital Transformation,PowerPoint,92,RadVector  Consulting
Customer Journey Map,https://flevy.com/browse/flevypro/customer-journey-map-7235,Digital Transformation,PowerPoint,34,LearnPPT Consulting
Voice of the Customer (VOC),https://flevy.com/browse/flevypro/voice-of-the-customer-voc-7816,Digital Transformation,PowerPoint,30,LearnPPT Consulting
Financial Ratios Calculator,https://flevy.com/browse/marketplace/financial-ratios-calculator-77,Digital Transformation,Excel,,bpanda
"Firm Value Chain, Industry Value Chain, and Business Intelligence",https://flevy.com/browse/marketplace/firm-value-chain-industry-value-chain-and-business-intelligence-1615,Digital Transformation,PowerPoint,79,Ganesh Rajagopalan
Value Creation: Impact of Customer Experience (CX),https://flevy.com/browse/flevypro/value-creation-impact-of-customer-experience-cx-3966,Digital Transformation,PowerPoint,22,LearnPPT Consulting
The A to Z of Artificial Intelligence,https://flevy.com/browse/marketplace/the-a-to-z-of-artificial-intelligence-8980,Digital Transformation,PowerPoint,28,The Highway of Change
Cybersecurity Value Chain,https://flevy.com/browse/marketplace/cybersecurity-value-chain-9130,Digital Transformation,PowerPoint,30,LearnPPT Consulting
Data Governance Best Practice,https://flevy.com/browse/marketplace/data-governance-best-practice-3730,Digital Transformation,PowerPoint,21,R Bradley Consulting
Key Business Processes | Information Technology Management,https://flevy.com/browse/marketplace/key-business-processes-information-technology-management-8144,Digital Transformation,PowerPoint,16,ILMAM - Strategy & Management Consulting
Logistics Automation,https://flevy.com/browse/flevypro/logistics-automation-5488,Digital Transformation,PowerPoint,28,LearnPPT Consulting
Metadata Management,https://flevy.com/browse/flevypro/metadata-management-5721,Digital Transformation,PowerPoint,24,LearnPPT Consulting
Key Business Processes | Service Delivery,https://flevy.com/browse/marketplace/key-business-processes-service-delivery-8178,Digital Transformation,PowerPoint,12,ILMAM - Strategy & Management Consulting
"Change Management - Process Guide (ITSM, ISO 20000)",https://flevy.com/browse/marketplace/change-management-process-guide-itsm-iso-20000-3864,Digital Transformation,Word,54,Ivana Nissen
A Comprehensive Guide to Agile Change Management,https://flevy.com/browse/marketplace/a-comprehensive-guide-to-agile-change-management-2889,Digital Transformation,PowerPoint,39,The Highway of Change
Data Governance: Roles & Responsibilities,https://flevy.com/browse/flevypro/data-governance-roles-and-responsibilities-6356,Digital Transformation,PowerPoint,24,LearnPPT Consulting
Building Blocks of Data Monetization,https://flevy.com/browse/flevypro/building-blocks-of-data-monetization-3171,Digital Transformation,PowerPoint,23,LearnPPT Consulting
CRM and the Customer Experience,https://flevy.com/browse/flevypro/crm-and-the-customer-experience-1710,Digital Transformation,PowerPoint,25,LearnPPT Consulting
Master Data Management (MDM) Reference Architecture,https://flevy.com/browse/marketplace/master-data-management-mdm-reference-architecture-4158,Digital Transformation,PowerPoint,13,R Bradley Consulting
ISO/IEC 42001:2023 (AI Management System) Awareness Training,https://flevy.com/browse/marketplace/iso-iec-420012023-ai-management-system-awareness-training-9490,Digital Transformation,PowerPoint,75,Operational Excellence Consulting
Digital Transformation Handbook,https://flevy.com/browse/marketplace/digital-transformation-handbook-8516,Digital Transformation,PowerPoint,190,SB Consulting 
Digital Transformation Strategy: A Framework For Success,https://flevy.com/browse/marketplace/digital-transformation-strategy-a-framework-for-success-9445,Digital Transformation,PowerPoint,214,Dwarka Consulting
Department of Defense Architecture Framework (DoDAF) Primer,https://flevy.com/browse/flevypro/department-of-defense-architecture-framework-dodaf-primer-8562,Digital Transformation,PowerPoint,35,LearnPPT Consulting
Unified Modeling Language (UML) Primer,https://flevy.com/browse/flevypro/unified-modeling-language-uml-primer-8722,Digital Transformation,PowerPoint,40,LearnPPT Consulting
Customer Journey Assessment Framework,https://flevy.com/browse/flevypro/customer-journey-assessment-framework-9250,Digital Transformation,PowerPoint,27,LearnPPT Consulting
Lean Digital Transformation,https://flevy.com/browse/flevypro/lean-digital-transformation-9292,Digital Transformation,PowerPoint,36,LearnPPT Consulting
ITIL Service Level Agreement Template,https://flevy.com/browse/marketplace/itil-service-level-agreement-template-277,Digital Transformation,Word,27,Dartview Consulting
Digital Marketing Strategy: A Guide to Evaluate Your Current Online Presence,https://flevy.com/browse/marketplace/digital-marketing-strategy-a-guide-to-evaluate-your-current-online-presence-910,Digital Transformation,PowerPoint,17,BusinessRules
COBIT 2019 Decision Matrix and RACI Chart,https://flevy.com/browse/marketplace/cobit-2019-decision-matrix-and-raci-chart-5248,Digital Transformation,Excel,,EdmeadFlevy
Omni-channel Customer Journey Design,https://flevy.com/browse/flevypro/omni-channel-customer-journey-design-3984,Digital Transformation,PowerPoint,22,LearnPPT Consulting
Artificial Intelligence (AI): Deep Learning,https://flevy.com/browse/flevypro/artificial-intelligence-ai-deep-learning-3250,Digital Transformation,PowerPoint,20,LearnPPT Consulting
IT Transformation: 5 Focus Areas,https://flevy.com/browse/flevypro/it-transformation-5-focus-areas-3115,Digital Transformation,PowerPoint,26,LearnPPT Consulting
ISO 27001/27002 (2022) - Security Audit Questionnaires (Tool 1),https://flevy.com/browse/marketplace/iso-27001-27002-2022-security-audit-questionnaires-tool-1-7408,Digital Transformation,Excel,,John Kyriazoglou
Customer Experience (CX) Management Models,https://flevy.com/browse/marketplace/customer-experience-cx-management-models-1941,Digital Transformation,PowerPoint,148,Operational Excellence Consulting
Customer Centric Culture Self Assessment Framework,https://flevy.com/browse/marketplace/customer-centric-culture-self-assessment-framework-2756,Digital Transformation,PowerPoint,21,CustCore Consulting
Digital Marketing Planning Spreadsheet,https://flevy.com/browse/marketplace/digital-marketing-planning-spreadsheet-1056,Digital Transformation,Excel,,Safwan Khan
AI in Supply Chain Management: Strategy Paper,https://flevy.com/browse/marketplace/ai-in-supply-chain-management-strategy-paper-7461,Digital Transformation,PowerPoint,219,SB Consulting 
Chief Information Officer (CIO) Toolkit,https://flevy.com/browse/marketplace/chief-information-officer-cio-toolkit-7455,Digital Transformation,PowerPoint,261,SB Consulting 
Assessment Dashboard - Cloud Security and Risk Standards,https://flevy.com/browse/marketplace/assessment-dashboard-cloud-security-and-risk-standards-2989,Digital Transformation,Excel,,Gerard Blokdijk
Shared Services Data Management Strategy - Big Data & BI,https://flevy.com/browse/marketplace/shared-services-data-management-strategy-big-data-and-bi-2174,Digital Transformation,PowerPoint,38,Aadhya Solutions
IT Governance Framework,https://flevy.com/browse/marketplace/it-governance-framework-1294,Digital Transformation,PowerPoint,23,preetyg1
Customer Experience (CX) Pyramid,https://flevy.com/browse/flevypro/customer-experience-cx-pyramid-5602,Digital Transformation,PowerPoint,23,LearnPPT Consulting
Digital Transformation: Next-gen Operating Model,https://flevy.com/browse/flevypro/digital-transformation-next-gen-operating-model-3976,Digital Transformation,PowerPoint,24,LearnPPT Consulting
Customer-centric Organization: Core Capabilities (Part I),https://flevy.com/browse/flevypro/customer-centric-organization-core-capabilities-part-i-3961,Digital Transformation,PowerPoint,24,LearnPPT Consulting
Customer Experience Transformation: Customer Care,https://flevy.com/browse/flevypro/customer-experience-transformation-customer-care-3241,Digital Transformation,PowerPoint,22,LearnPPT Consulting
Seven Core Capabilities of Agile Marketing,https://flevy.com/browse/flevypro/seven-core-capabilities-of-agile-marketing-2928,Digital Transformation,PowerPoint,21,LearnPPT Consulting
Digital Transformation: Operations Ecosystem,https://flevy.com/browse/flevypro/digital-transformation-operations-ecosystem-3446,Digital Transformation,PowerPoint,25,LearnPPT Consulting
Business Architecture Framework,https://flevy.com/browse/marketplace/business-architecture-framework-684,Digital Transformation,PowerPoint,8,Documents & Files
Social Media Management,https://flevy.com/browse/flevypro/social-media-management-2945,Digital Transformation,PowerPoint,34,LearnPPT Consulting
Agile Organization,https://flevy.com/browse/flevypro/agile-organization-2971,Digital Transformation,PowerPoint,24,LearnPPT Consulting
ISO 27001/2-2022 Version - Statement of Applicability,https://flevy.com/browse/marketplace/iso-27001-2-2022-version-statement-of-applicability-8185,Digital Transformation,Excel,,John Kyriazoglou
Assessment Dashboard - Cloud Migration,https://flevy.com/browse/marketplace/assessment-dashboard-cloud-migration-2988,Digital Transformation,Excel,,Gerard Blokdijk
Introduction to Big Data,https://flevy.com/browse/marketplace/introduction-to-big-data-2823,Digital Transformation,PowerPoint,47,Arbalest Partners
Customer Journey Mapping Poster,https://flevy.com/browse/marketplace/customer-journey-mapping-poster-5860,Digital Transformation,PDF,3,Operational Excellence Consulting
Customer Value Driven Strategic Approach,https://flevy.com/browse/marketplace/customer-value-driven-strategic-approach-1238,Digital Transformation,PDF,38,bemola
The Roadmap to Digital Transformation,https://flevy.com/browse/marketplace/the-roadmap-to-digital-transformation-6329,Digital Transformation,PowerPoint,80,Zanas MacKenzie
Change Management Process (ITIL ISO 20000),https://flevy.com/browse/marketplace/change-management-process-itil-iso-20000-4040,Digital Transformation,Word,42,Md Monirul Islam
Enterprise Data Governance - Implementation Toolkit,https://flevy.com/browse/marketplace/enterprise-data-governance-implementation-toolkit-3814,Digital Transformation,Excel,,Gerard Blokdijk
Assessment Dashboard - Cyber Security Risk Management,https://flevy.com/browse/marketplace/assessment-dashboard-cyber-security-risk-management-2991,Digital Transformation,Excel,,Gerard Blokdijk
Digital Transformation: Path to Digital Leadership,https://flevy.com/browse/flevypro/digital-transformation-path-to-digital-leadership-3455,Digital Transformation,PowerPoint,26,LearnPPT Consulting
BIZBOK Business Architecture Framework,https://flevy.com/browse/flevypro/bizbok-business-architecture-framework-2699,Digital Transformation,PowerPoint,23,PPT Lab
IT Decision Making Framework,https://flevy.com/browse/flevypro/it-decision-making-framework-2884,Digital Transformation,PowerPoint,20,LearnPPT Consulting
Digital Talent Lifecycle,https://flevy.com/browse/flevypro/digital-talent-lifecycle-3193,Digital Transformation,PowerPoint,24,LearnPPT Consulting
Mobile Customer Journey and Experience Design,https://flevy.com/browse/flevypro/mobile-customer-journey-and-experience-design-2722,Digital Transformation,PowerPoint,26,LearnPPT Consulting
Empowering Small Teams,https://flevy.com/browse/flevypro/empowering-small-teams-3389,Digital Transformation,PowerPoint,23,LearnPPT Consulting
Industry 4.0 Transformation,https://flevy.com/browse/flevypro/industry-4-0-transformation-2856,Digital Transformation,PowerPoint,24,LearnPPT Consulting
Digital Marketing Business Toolkit,https://flevy.com/browse/marketplace/digital-marketing-business-toolkit-7172,Digital Transformation,PowerPoint,118,SB Consulting 
Chief AI Officer (CAIO) Toolkit,https://flevy.com/browse/marketplace/chief-ai-officer-caio-toolkit-7584,Digital Transformation,PowerPoint,173,SB Consulting 
ISO 10002:2018 (Complaints-handling) Awareness Training,https://flevy.com/browse/marketplace/iso-100022018-complaints-handling-awareness-training-7334,Digital Transformation,PowerPoint,60,Operational Excellence Consulting
Agile Scrum Sprint Burn Down Chart Burn Up Chart Template x3,https://flevy.com/browse/marketplace/agile-scrum-sprint-burn-down-chart-burn-up-chart-template-x3-7800,Digital Transformation,Excel,,Willcox PMO
Scrum Introduction (New - 2020 Scrum Guide),https://flevy.com/browse/marketplace/scrum-introduction-new-2020-scrum-guide-4064,Digital Transformation,PowerPoint,91,Ivana Nissen
Social Media Marketing Guide,https://flevy.com/browse/marketplace/social-media-marketing-guide-1440,Digital Transformation,PDF,86,Safwan Khan
Test Strategy Document Template,https://flevy.com/browse/marketplace/test-strategy-document-template-3787,Digital Transformation,Word,52,R Bradley Consulting
Business Analytics for the CFO Function,https://flevy.com/browse/marketplace/business-analytics-for-the-cfo-function-3214,Digital Transformation,PowerPoint,72,Gary Cokins
