title,url,category,filetype,slide_count,publishing_consultancy
Objectives and Key Results (OKR),https://flevy.com/browse/flevypro/objectives-and-key-results-okr-4022,Strategy & Transformation,PowerPoint,23,LearnPPT Consulting
Guide to Acquisition Strategy and Valuation Methodologies,https://flevy.com/browse/marketplace/guide-to-acquisition-strategy-and-valuation-methodologies-387,Strategy & Transformation,PowerPoint,28,STRATICX
Insurance Value Chain,https://flevy.com/browse/marketplace/insurance-value-chain-9129,Strategy & Transformation,PowerPoint,31,LearnPPT Consulting
The Challenger Selling Model Primer,https://flevy.com/browse/marketplace/the-challenger-selling-model-primer-1504,Strategy & Transformation,PowerPoint,15,Visual Time Value
Commercial Due Diligence (CDD),https://flevy.com/browse/marketplace/commercial-due-diligence-cdd-2881,Strategy & Transformation,PowerPoint,63,LearnPPT Consulting
Strategic Plan Template,https://flevy.com/browse/flevypro/strategic-plan-template-8558,Strategy & Transformation,PowerPoint,40,LearnPPT Consulting
Complete Guide to Strategic Planning,https://flevy.com/browse/marketplace/complete-guide-to-strategic-planning-955,Strategy & Transformation,PowerPoint,77,Echelon Associates
Key Performance Indicators (KPIs): Best Practices,https://flevy.com/browse/flevypro/key-performance-indicators-kpis-best-practices-4010,Strategy & Transformation,PowerPoint,21,LearnPPT Consulting
Design Thinking,https://flevy.com/browse/marketplace/design-thinking-1980,Strategy & Transformation,PowerPoint,225,Operational Excellence Consulting
The Complete Business Transformation Toolkit,https://flevy.com/browse/marketplace/the-complete-business-transformation-toolkit-7762,Strategy & Transformation,PowerPoint,91,ChangingTheGame
KPI Compilation: 800+ Corporate Strategy KPIs,https://flevy.com/browse/marketplace/kpi-compilation-800-corporate-strategy-kpis-7847,Strategy & Transformation,PowerPoint,186,LearnPPT Consulting
Market Analysis and Competitive Positioning Assessment,https://flevy.com/browse/marketplace/market-analysis-and-competitive-positioning-assessment-8337,Strategy & Transformation,PowerPoint,45,LearnPPT Consulting
Common Strategy Consulting Frameworks,https://flevy.com/browse/marketplace/common-strategy-consulting-frameworks-84,Strategy & Transformation,PowerPoint,19,kgoldin
Healthcare Value Chain,https://flevy.com/browse/marketplace/healthcare-value-chain-8635,Strategy & Transformation,PowerPoint,30,LearnPPT Consulting
Fiaccabrino Selection Process,https://flevy.com/browse/marketplace/fiaccabrino-selection-process-566,Strategy & Transformation,PowerPoint,44,Charles Fiaccabrino
Strategic Analysis Framework,https://flevy.com/browse/marketplace/strategic-analysis-framework-146,Strategy & Transformation,PowerPoint,28,PPT Lab
Aerospace and Defense Value Chain,https://flevy.com/browse/marketplace/aerospace-and-defense-value-chain-8760,Strategy & Transformation,PowerPoint,36,LearnPPT Consulting
Digital Transformation: Value Creation & Analysis,https://flevy.com/browse/flevypro/digital-transformation-value-creation-and-analysis-2766,Strategy & Transformation,PowerPoint,21,PPT Lab
Due Diligence Kickoff Presentation,https://flevy.com/browse/marketplace/due-diligence-kickoff-presentation-701,Strategy & Transformation,PowerPoint,21,Documents & Files
Software-as-a-Service (SaaS) Value Chain,https://flevy.com/browse/marketplace/software-as-a-service-saas-value-chain-9104,Strategy & Transformation,PowerPoint,31,LearnPPT Consulting
Service 4.0 Transformation,https://flevy.com/browse/marketplace/service-4-0-transformation-2818,Strategy & Transformation,PowerPoint,52,LearnPPT Consulting
Core Competencies Analysis,https://flevy.com/browse/marketplace/core-competencies-analysis-75,Strategy & Transformation,PowerPoint,17,LearnPPT Consulting
KPI Compilation: 600+ Sales Management & Strategy KPIs,https://flevy.com/browse/marketplace/kpi-compilation-600-sales-management-and-strategy-kpis-7821,Strategy & Transformation,PowerPoint,141,LearnPPT Consulting
Account Management Templates,https://flevy.com/browse/marketplace/account-management-templates-38,Strategy & Transformation,PowerPoint,19,LearnPPT Consulting
Growth Opportunity Assessment Toolkit (+400 Templates),https://flevy.com/browse/marketplace/growth-opportunity-assessment-toolkit-400-templates-9297,Strategy & Transformation,PowerPoint,1691,SB Consulting 
Complete Guide to Value Creation,https://flevy.com/browse/marketplace/complete-guide-to-value-creation-3914,Strategy & Transformation,PowerPoint,101,LearnPPT Consulting
Consolidation-Endgame Curve Framework,https://flevy.com/browse/marketplace/consolidation-endgame-curve-framework-201,Strategy & Transformation,PowerPoint,29,LearnPPT Consulting
Business Model Innovation,https://flevy.com/browse/marketplace/business-model-innovation-136,Strategy & Transformation,PowerPoint,30,PPT Lab
Post-merger Integration Training,https://flevy.com/browse/marketplace/post-merger-integration-training-756,Strategy & Transformation,PowerPoint,131,Documents & Files
Leadership Competency Model,https://flevy.com/browse/flevypro/leadership-competency-model-3661,Strategy & Transformation,PowerPoint,25,LearnPPT Consulting
Strategic Pricing Framework and Tactics,https://flevy.com/browse/marketplace/strategic-pricing-framework-and-tactics-1211,Strategy & Transformation,PowerPoint,56,STRATICX
Initial Meeting Sales Presentation,https://flevy.com/browse/marketplace/initial-meeting-sales-presentation-81,Strategy & Transformation,PowerPoint,18,kgoldin
"OGSM (Objectives, Goals, Strategies, and Measures)",https://flevy.com/browse/flevypro/ogsm-objectives-goals-strategies-and-measures-8774,Strategy & Transformation,PowerPoint,33,LearnPPT Consulting
Business Model Canvas,https://flevy.com/browse/flevypro/business-model-canvas-2842,Strategy & Transformation,PowerPoint,22,PPT Lab
Breakout Sales Growth Methodology,https://flevy.com/browse/marketplace/breakout-sales-growth-methodology-1634,Strategy & Transformation,PowerPoint,104,"Howard Highsmith, CMC Emeritus"
Transformation Journey,https://flevy.com/browse/flevypro/transformation-journey-3186,Strategy & Transformation,PowerPoint,21,LearnPPT Consulting
Mergers and Acquisitions (M&A): Target Operating Model (TOM),https://flevy.com/browse/flevypro/mergers-and-acquisitions-manda-target-operating-model-tom-3630,Strategy & Transformation,PowerPoint,32,LearnPPT Consulting
Retail Banking Value Chain,https://flevy.com/browse/marketplace/retail-banking-value-chain-9097,Strategy & Transformation,PowerPoint,32,LearnPPT Consulting
Services Growth & Effectiveness Strategy,https://flevy.com/browse/marketplace/services-growth-and-effectiveness-strategy-735,Strategy & Transformation,PowerPoint,91,Documents & Files
Defining Issues and Generating Hypotheses,https://flevy.com/browse/flevypro/defining-issues-and-generating-hypotheses-1691,Strategy & Transformation,PowerPoint,22,LearnPPT Consulting
Business Model Innovation (BMI),https://flevy.com/browse/flevypro/business-model-innovation-bmi-2912,Strategy & Transformation,PowerPoint,27,LearnPPT Consulting
Porter's Five Forces,https://flevy.com/browse/marketplace/porters-five-forces-235,Strategy & Transformation,PowerPoint,26,LearnPPT Consulting
Strategic Marketing & Sales Plan Template,https://flevy.com/browse/marketplace/strategic-marketing-and-sales-plan-template-233,Strategy & Transformation,Word,71,Haines Centre
"Value-Driven Boards - Frameworks, Models and Tools",https://flevy.com/browse/marketplace/value-driven-boards-frameworks-models-and-tools-5250,Strategy & Transformation,PowerPoint,53,ILMAM - Strategy & Management Consulting
Change Management Strategy,https://flevy.com/browse/marketplace/change-management-strategy-5523,Strategy & Transformation,PowerPoint,24,Corporate Finance 101
Organic Growth Framework (OGF),https://flevy.com/browse/marketplace/organic-growth-framework-ogf-5652,Strategy & Transformation,PowerPoint,98,LearnPPT Consulting
Greiner Growth Model: Stages of Evolution and Revolution,https://flevy.com/browse/flevypro/greiner-growth-model-stages-of-evolution-and-revolution-2660,Strategy & Transformation,PowerPoint,28,PPT Lab
Supercharge Strategy Execution: Performance Scorecard,https://flevy.com/browse/marketplace/supercharge-strategy-execution-performance-scorecard-1870,Strategy & Transformation,PowerPoint,35,Trinity Consulting
Stage-Gate Process,https://flevy.com/browse/flevypro/stage-gate-process-8895,Strategy & Transformation,PowerPoint,32,LearnPPT Consulting
Breakthrough Strategy Stimulating Questions,https://flevy.com/browse/marketplace/breakthrough-strategy-stimulating-questions-611,Strategy & Transformation,PowerPoint,93,Dr. Stephen Sweid
Common Consulting Frameworks (How and When to Use),https://flevy.com/browse/marketplace/common-consulting-frameworks-how-and-when-to-use-1202,Strategy & Transformation,PowerPoint,43,STRATICX
SMO Series: Strategy Management Processes,https://flevy.com/browse/flevypro/smo-series-strategy-management-processes-3394,Strategy & Transformation,PowerPoint,24,LearnPPT Consulting
Complete Management Consulting Toolkit,https://flevy.com/browse/marketplace/complete-management-consulting-toolkit-6941,Strategy & Transformation,PowerPoint,120,SB Consulting 
Problem Solving and Decision Making,https://flevy.com/browse/marketplace/problem-solving-and-decision-making-4015,Strategy & Transformation,PowerPoint,32,Corporate Finance 101
Strategic Foresight and Uncertainty,https://flevy.com/browse/marketplace/strategic-foresight-and-uncertainty-5273,Strategy & Transformation,PowerPoint,51,ILMAM - Strategy & Management Consulting
KPI Compilation: 600+ Supply Chain Management KPIs,https://flevy.com/browse/marketplace/kpi-compilation-600-supply-chain-management-kpis-7858,Strategy & Transformation,PowerPoint,141,LearnPPT Consulting
4 Disciplines of Execution (4DX),https://flevy.com/browse/flevypro/4-disciplines-of-execution-4dx-8048,Strategy & Transformation,PowerPoint,31,LearnPPT Consulting
Retail Value Chain,https://flevy.com/browse/marketplace/retail-value-chain-8761,Strategy & Transformation,PowerPoint,36,LearnPPT Consulting
Key Performance Indicators (KPIs) | Supply Chain Functions,https://flevy.com/browse/marketplace/key-performance-indicators-kpis-supply-chain-functions-8065,Strategy & Transformation,PowerPoint,113,ILMAM - Strategy & Management Consulting
Predictable and Scalable Sales Process for B2B Business,https://flevy.com/browse/marketplace/predictable-and-scalable-sales-process-for-b2b-business-5449,Strategy & Transformation,PowerPoint,131,Shaleen Sinha
E-Commerce Value Chain,https://flevy.com/browse/marketplace/e-commerce-value-chain-8677,Strategy & Transformation,PowerPoint,33,LearnPPT Consulting
Value Chain Analysis,https://flevy.com/browse/marketplace/value-chain-analysis-262,Strategy & Transformation,PowerPoint,16,LearnPPT Consulting
Market Analysis,https://flevy.com/browse/marketplace/market-analysis-215,Strategy & Transformation,PowerPoint,17,LearnPPT Consulting
Performance Management Maturity Model,https://flevy.com/browse/flevypro/performance-management-maturity-model-5108,Strategy & Transformation,PowerPoint,25,LearnPPT Consulting
Psychology of Product Adoption,https://flevy.com/browse/marketplace/psychology-of-product-adoption-203,Strategy & Transformation,PowerPoint,46,PPT Lab
SMO Series: Strategic Management Office (SMO) Primer,https://flevy.com/browse/flevypro/smo-series-strategic-management-office-smo-primer-3393,Strategy & Transformation,PowerPoint,21,LearnPPT Consulting
Sales Force Effectiveness (SFE): 5 Components of Selling,https://flevy.com/browse/flevypro/sales-force-effectiveness-sfe-5-components-of-selling-2957,Strategy & Transformation,PowerPoint,24,LearnPPT Consulting
Pathways to Data Monetization,https://flevy.com/browse/flevypro/pathways-to-data-monetization-5245,Strategy & Transformation,PowerPoint,27,LearnPPT Consulting
Transformation Maps,https://flevy.com/browse/marketplace/transformation-maps-170,Strategy & Transformation,PowerPoint,18,PPT Lab
Performance Measurement,https://flevy.com/browse/flevypro/performance-measurement-1702,Strategy & Transformation,PowerPoint,23,LearnPPT Consulting
Strategy Framework Canvas,https://flevy.com/browse/marketplace/strategy-framework-canvas-3431,Strategy & Transformation,PowerPoint,44,LearnPPT Consulting
Employee Engagement Measurement & Improvement,https://flevy.com/browse/flevypro/employee-engagement-measurement-and-improvement-5321,Strategy & Transformation,PowerPoint,25,LearnPPT Consulting
Competitive Comparison Analysis,https://flevy.com/browse/marketplace/competitive-comparison-analysis-74,Strategy & Transformation,PowerPoint,26,LearnPPT Consulting
Industry & Competitive Analysis Handbook (600+ KPIs),https://flevy.com/browse/marketplace/industry-and-competitive-analysis-handbook-600-kpis-9194,Strategy & Transformation,PowerPoint,945,SB Consulting 
Financial Technology (Fintech) Value Chain,https://flevy.com/browse/marketplace/financial-technology-fintech-value-chain-8734,Strategy & Transformation,PowerPoint,35,LearnPPT Consulting
Strategy Classics: Value Disciplines Model,https://flevy.com/browse/flevypro/strategy-classics-value-disciplines-model-5138,Strategy & Transformation,PowerPoint,27,LearnPPT Consulting
Creative Thinking in Strategy Development,https://flevy.com/browse/marketplace/creative-thinking-in-strategy-development-205,Strategy & Transformation,PowerPoint,39,LearnPPT Consulting
Center of Excellence (CoE),https://flevy.com/browse/marketplace/center-of-excellence-coe-3764,Strategy & Transformation,PowerPoint,60,R Bradley Consulting
Business Transformation Playbook,https://flevy.com/browse/marketplace/business-transformation-playbook-7642,Strategy & Transformation,PowerPoint,49,WallStBizStrategist
Agriculture Value Chain,https://flevy.com/browse/marketplace/agriculture-value-chain-8712,Strategy & Transformation,PowerPoint,34,LearnPPT Consulting
Management Consulting Value Chain,https://flevy.com/browse/marketplace/management-consulting-value-chain-8658,Strategy & Transformation,PowerPoint,34,LearnPPT Consulting
Building a Market Model and Market Sizing,https://flevy.com/browse/marketplace/building-a-market-model-and-market-sizing-376,Strategy & Transformation,PowerPoint,22,STRATICX
Consulting Workshop Series: Scenario Planning,https://flevy.com/browse/flevypro/consulting-workshop-series-scenario-planning-3934,Strategy & Transformation,PowerPoint,34,LearnPPT Consulting
Breakthrough Strategy Development: Competing for the Future,https://flevy.com/browse/marketplace/breakthrough-strategy-development-competing-for-the-future-1874,Strategy & Transformation,PowerPoint,54,LearnPPT Consulting
Strategic Planning Checklist,https://flevy.com/browse/marketplace/strategic-planning-checklist-8211,Strategy & Transformation,PowerPoint,44,LearnPPT Consulting
Strategy Consulting Compendium,https://flevy.com/browse/marketplace/strategy-consulting-compendium-8584,Strategy & Transformation,PowerPoint,93,SB Consulting 
Consumer Packaged Goods (CPG) Value Chain,https://flevy.com/browse/marketplace/consumer-packaged-goods-cpg-value-chain-8586,Strategy & Transformation,PowerPoint,22,LearnPPT Consulting
Financial Ratios (Comparables) Analysis,https://flevy.com/browse/marketplace/financial-ratios-comparables-analysis-239,Strategy & Transformation,PowerPoint,22,LearnPPT Consulting
Valuation Model (DCF),https://flevy.com/browse/marketplace/valuation-model-dcf-173,Strategy & Transformation,Excel,,CorporateFinanceDude
MoSCoW  Method,https://flevy.com/browse/flevypro/moscow-method-8923,Strategy & Transformation,PowerPoint,28,LearnPPT Consulting
"Mergers, Acquisitions & Alliances Approach",https://flevy.com/browse/marketplace/mergers-acquisitions-and-alliances-approach-728,Strategy & Transformation,PowerPoint,79,Documents & Files
Market Entry Strategy,https://flevy.com/browse/marketplace/market-entry-strategy-776,Strategy & Transformation,PowerPoint,86,Documents & Files
Go-to-Market Model Design,https://flevy.com/browse/flevypro/go-to-market-model-design-3752,Strategy & Transformation,PowerPoint,19,LearnPPT Consulting
Sales Force Effectiveness - Diagnosis & Correction Framework,https://flevy.com/browse/marketplace/sales-force-effectiveness-diagnosis-and-correction-framework-1078,Strategy & Transformation,PowerPoint,14,ksd123
M&A Buy-Side Non Binding Offer Letter,https://flevy.com/browse/marketplace/manda-buy-side-non-binding-offer-letter-3750,Strategy & Transformation,Word,4,Corporate Finance 101
Mergers & Acquisitions Best Practices (+1000 Best Practices),https://flevy.com/browse/marketplace/mergers-and-acquisitions-best-practices-1000-best-practices-9457,Strategy & Transformation,PowerPoint,1724,SB Consulting 
Logistics and Transportation Value Chain,https://flevy.com/browse/marketplace/logistics-and-transportation-value-chain-8733,Strategy & Transformation,PowerPoint,31,LearnPPT Consulting
Sales Compensation Plan Design,https://flevy.com/browse/flevypro/sales-compensation-plan-design-5290,Strategy & Transformation,PowerPoint,24,LearnPPT Consulting
Analyzing the Competitive Landscape,https://flevy.com/browse/flevypro/analyzing-the-competitive-landscape-1698,Strategy & Transformation,PowerPoint,33,LearnPPT Consulting
Preparing Powerful Board Papers,https://flevy.com/browse/marketplace/preparing-powerful-board-papers-393,Strategy & Transformation,PowerPoint,56,Clarity First 
Building an Enduring Corporate Vision,https://flevy.com/browse/marketplace/building-an-enduring-corporate-vision-236,Strategy & Transformation,PowerPoint,45,PPT Lab
Rogers' Five Factors,https://flevy.com/browse/marketplace/rogers-five-factors-169,Strategy & Transformation,PowerPoint,29,PPT Lab
Customer Segmentation,https://flevy.com/browse/marketplace/customer-segmentation-700,Strategy & Transformation,PowerPoint,47,Documents & Files
BCG Growth-Share Matrix,https://flevy.com/browse/marketplace/bcg-growth-share-matrix-200,Strategy & Transformation,PowerPoint,9,LearnPPT Consulting
Strategic Analysis Model,https://flevy.com/browse/marketplace/strategic-analysis-model-775,Strategy & Transformation,Excel,,Documents & Files
Theory of Constraints,https://flevy.com/browse/flevypro/theory-of-constraints-1883,Strategy & Transformation,PowerPoint,19,PPT Lab
"Mergers, Acquisitions Best Practices",https://flevy.com/browse/marketplace/mergers-acquisitions-best-practices-738,Strategy & Transformation,PowerPoint,56,Documents & Files
Market and Customer Segmentation,https://flevy.com/browse/flevypro/market-and-customer-segmentation-2359,Strategy & Transformation,PowerPoint,18,PPT Lab
5 Leadership Practices of Capabilities-Driven Strategy (CDR),https://flevy.com/browse/flevypro/5-leadership-practices-of-capabilities-driven-strategy-cdr-3702,Strategy & Transformation,PowerPoint,25,LearnPPT Consulting
Market Segmentation and Analysis Tool,https://flevy.com/browse/marketplace/market-segmentation-and-analysis-tool-315,Strategy & Transformation,Excel,,Demand Metric
Objectives and Key Results (OKRs),https://flevy.com/browse/marketplace/objectives-and-key-results-okrs-9182,Strategy & Transformation,PowerPoint,94,Operational Excellence Consulting
Business Model Canvas (BMC),https://flevy.com/browse/marketplace/business-model-canvas-bmc-3364,Strategy & Transformation,PowerPoint,152,Operational Excellence Consulting
Fit for Growth,https://flevy.com/browse/flevypro/fit-for-growth-6058,Strategy & Transformation,PowerPoint,30,LearnPPT Consulting
Best Practices in Price Increase Execution,https://flevy.com/browse/marketplace/best-practices-in-price-increase-execution-681,Strategy & Transformation,PowerPoint,23,Documents & Files
Digital Strategic Business Planning Methodology,https://flevy.com/browse/marketplace/digital-strategic-business-planning-methodology-244,Strategy & Transformation,PowerPoint,64,Operational Excellence Consulting
"Design Thinking - Poster (printable in A0, A1, A2)",https://flevy.com/browse/marketplace/design-thinking-poster-printable-in-a0-a1-a2-5644,Strategy & Transformation,PDF,1,Ivana Nissen
Innovation Toolkit - A Playbook for Innovation Blueprint,https://flevy.com/browse/marketplace/innovation-toolkit-a-playbook-for-innovation-blueprint-766,Strategy & Transformation,PowerPoint,20,STRATICX
Issue-Based Work Planning and Hypothesis Problem Solving,https://flevy.com/browse/marketplace/issue-based-work-planning-and-hypothesis-problem-solving-377,Strategy & Transformation,PowerPoint,25,STRATICX
Business Agility Toolkit (450+ KPIs and OKRs),https://flevy.com/browse/marketplace/business-agility-toolkit-450-kpis-and-okrs-9241,Strategy & Transformation,PowerPoint,1034,SB Consulting 
Creating Shareholder Value Toolkit (+200 Templates),https://flevy.com/browse/marketplace/creating-shareholder-value-toolkit-200-templates-9486,Strategy & Transformation,PowerPoint,1742,SB Consulting 
Corporate Strategy Self Assessment Toolkit (500+ KPIs),https://flevy.com/browse/marketplace/corporate-strategy-self-assessment-toolkit-500-kpis-9138,Strategy & Transformation,PowerPoint,774,SB Consulting 
M&A Information Memorandum Template,https://flevy.com/browse/marketplace/manda-information-memorandum-template-4009,Strategy & Transformation,Word,15,Corporate Finance 101
McKinsey 3 Horizons of Growth,https://flevy.com/browse/flevypro/mckinsey-3-horizons-of-growth-7528,Strategy & Transformation,PowerPoint,31,LearnPPT Consulting
"Lean Startup Canvas: Guide, Process and Tools",https://flevy.com/browse/marketplace/lean-startup-canvas-guide-process-and-tools-5227,Strategy & Transformation,PowerPoint,56,ILMAM - Strategy & Management Consulting
Strategic Restructuring: Critical Success Factors,https://flevy.com/browse/flevypro/strategic-restructuring-critical-success-factors-5389,Strategy & Transformation,PowerPoint,24,LearnPPT Consulting
SWOT Analysis,https://flevy.com/browse/marketplace/swot-analysis-266,Strategy & Transformation,PowerPoint,10,LearnPPT Consulting
Quantifying the Size and Growth of a Market,https://flevy.com/browse/flevypro/quantifying-the-size-and-growth-of-a-market-1697,Strategy & Transformation,PowerPoint,16,LearnPPT Consulting
Marketing and Sales SOPs,https://flevy.com/browse/marketplace/marketing-and-sales-sops-8956,Strategy & Transformation,PowerPoint,722,SB Consulting 
Product Management KPIs,https://flevy.com/browse/flevypro/product-management-kpis-5526,Strategy & Transformation,PowerPoint,32,LearnPPT Consulting
Pricing Strategy Workshop,https://flevy.com/browse/marketplace/pricing-strategy-workshop-764,Strategy & Transformation,PowerPoint,133,Documents & Files
Key Account Management (KAM): Large Global Accounts,https://flevy.com/browse/flevypro/key-account-management-kam-large-global-accounts-3765,Strategy & Transformation,PowerPoint,24,LearnPPT Consulting
Chief Strategy Officer (CSO) Toolkit,https://flevy.com/browse/marketplace/chief-strategy-officer-cso-toolkit-7490,Strategy & Transformation,PowerPoint,324,SB Consulting 
Mergers & Acquisitions Strategic Analysis Toolkit,https://flevy.com/browse/marketplace/mergers-and-acquisitions-strategic-analysis-toolkit-666,Strategy & Transformation,Excel,,Documents & Files
Strategy Articulation Workbook,https://flevy.com/browse/marketplace/strategy-articulation-workbook-774,Strategy & Transformation,PowerPoint,67,Documents & Files
Mergers & Acquisitions Training,https://flevy.com/browse/marketplace/mergers-and-acquisitions-training-727,Strategy & Transformation,PowerPoint,118,Documents & Files
Semiconductor Value Chain,https://flevy.com/browse/marketplace/semiconductor-value-chain-8676,Strategy & Transformation,PowerPoint,37,LearnPPT Consulting
M&A Growth Strategy: First 100 Days,https://flevy.com/browse/flevypro/manda-growth-strategy-first-100-days-5681,Strategy & Transformation,PowerPoint,23,LearnPPT Consulting
Business Model Innovation (BMI):  Scalable Business Models,https://flevy.com/browse/flevypro/business-model-innovation-bmi-scalable-business-models-5182,Strategy & Transformation,PowerPoint,29,LearnPPT Consulting
Closing the Strategy-to-Performance Gap,https://flevy.com/browse/flevypro/closing-the-strategy-to-performance-gap-2760,Strategy & Transformation,PowerPoint,20,PPT Lab
Strategy Analytics Templates,https://flevy.com/browse/marketplace/strategy-analytics-templates-763,Strategy & Transformation,PowerPoint,97,Documents & Files
Pricing Strategy Implementation Toolkit,https://flevy.com/browse/marketplace/pricing-strategy-implementation-toolkit-726,Strategy & Transformation,PowerPoint,63,Documents & Files
Finance and Valuation Basics,https://flevy.com/browse/marketplace/finance-and-valuation-basics-90,Strategy & Transformation,PowerPoint,42,alex
Digital Transformation Self-Assessment Toolkit (450+ KPIs),https://flevy.com/browse/marketplace/digital-transformation-self-assessment-toolkit-450-kpis-9179,Strategy & Transformation,PowerPoint,1112,SB Consulting 
McKinsey Pricing Strategy Framework,https://flevy.com/browse/marketplace/mckinsey-pricing-strategy-framework-7691,Strategy & Transformation,PowerPoint,142,SB Consulting 
KPI Compilation: 800+ Human Resource & Talent Management KPIs,https://flevy.com/browse/marketplace/kpi-compilation-800-human-resource-and-talent-management-kpis-7879,Strategy & Transformation,PowerPoint,168,LearnPPT Consulting
Renewable Energy Value Chain,https://flevy.com/browse/marketplace/renewable-energy-value-chain-8679,Strategy & Transformation,PowerPoint,33,LearnPPT Consulting
Innovation Management Frameworks,https://flevy.com/browse/marketplace/innovation-management-frameworks-5143,Strategy & Transformation,PowerPoint,127,Operational Excellence Consulting
Chief Strategy Officer (CSO) Defined,https://flevy.com/browse/flevypro/chief-strategy-officer-cso-defined-3168,Strategy & Transformation,PowerPoint,23,LearnPPT Consulting
Centre of Excellence (CoE) Proposal Example,https://flevy.com/browse/marketplace/centre-of-excellence-coe-proposal-example-3809,Strategy & Transformation,PDF,1,R Bradley Consulting
