title,url,category,filetype,slide_count,publishing_consultancy
KPI Compilation: 600+ Sales Management & Strategy KPIs,https://flevy.com/browse/marketplace/kpi-compilation-600-sales-management-and-strategy-kpis-7821,Operational Excellence,PowerPoint,141,LearnPPT Consulting
Post-merger Integration (PMI): Day One Activities,https://flevy.com/browse/flevypro/post-merger-integration-pmi-day-one-activities-4046,Operational Excellence,PowerPoint,28,LearnPPT Consulting
Post-merger Integration Training,https://flevy.com/browse/marketplace/post-merger-integration-training-756,Operational Excellence,PowerPoint,131,Documents & Files
ISO 9001:2015 (QMS) Awareness Training,https://flevy.com/browse/marketplace/iso-90012015-qms-awareness-training-149,Operational Excellence,PowerPoint,83,Operational Excellence Consulting
"Structured Communication, Presentation Development, and Storyboarding",https://flevy.com/browse/marketplace/structured-communication-presentation-development-and-storyboarding-96,Operational Excellence,PowerPoint,40,Process Consulting
One-Page Project Management Processes,https://flevy.com/browse/marketplace/one-page-project-management-processes-6212,Operational Excellence,PDF,1,RadVector  Consulting
"OGSM (Objectives, Goals, Strategies, and Measures)",https://flevy.com/browse/flevypro/ogsm-objectives-goals-strategies-and-measures-8774,Operational Excellence,PowerPoint,33,LearnPPT Consulting
Process Map Series: Hire to Retire,https://flevy.com/browse/marketplace/process-map-series-hire-to-retire-1531,Operational Excellence,PowerPoint,13,BusinessRules
CMMI (Capability Maturity Model Integration) Checklist,https://flevy.com/browse/flevypro/cmmi-capability-maturity-model-integration-checklist-2946,Operational Excellence,Excel,,Flevy
Supply Chain Sustainability,https://flevy.com/browse/flevypro/supply-chain-sustainability-5087,Operational Excellence,PowerPoint,24,LearnPPT Consulting
Business Continuity Plan (BCP) Template,https://flevy.com/browse/marketplace/business-continuity-plan-bcp-template-1494,Operational Excellence,Word,20,Boris Agranovich
Post Merger Integration (PMI) Best Practice Framework,https://flevy.com/browse/marketplace/post-merger-integration-pmi-best-practice-framework-1204,Operational Excellence,PowerPoint,28,STRATICX
Business Performance Improvement Models,https://flevy.com/browse/marketplace/business-performance-improvement-models-218,Operational Excellence,PowerPoint,184,Operational Excellence Consulting
Lean - Value Stream Mapping (VSM),https://flevy.com/browse/marketplace/lean-value-stream-mapping-vsm-599,Operational Excellence,PowerPoint,157,Operational Excellence Consulting LLC
PDCA Problem Solving Process & Tools,https://flevy.com/browse/marketplace/pdca-problem-solving-process-and-tools-151,Operational Excellence,PowerPoint,230,Operational Excellence Consulting
Supercharge Strategy Execution: Performance Scorecard,https://flevy.com/browse/marketplace/supercharge-strategy-execution-performance-scorecard-1870,Operational Excellence,PowerPoint,35,Trinity Consulting
Construction Company Business Capability Model,https://flevy.com/browse/marketplace/construction-company-business-capability-model-3607,Operational Excellence,PDF,1,R Bradley Consulting
Balanced Scorecard Deployment Process,https://flevy.com/browse/marketplace/balanced-scorecard-deployment-process-567,Operational Excellence,PowerPoint,95,Operational Excellence Consulting LLC
Activity Based Costing,https://flevy.com/browse/marketplace/activity-based-costing-198,Operational Excellence,PowerPoint,29,LearnPPT Consulting
Working Capital Management Strategy,https://flevy.com/browse/marketplace/working-capital-management-strategy-8911,Operational Excellence,PowerPoint,84,LearnPPT Consulting
Post Acquisition Integration Strategy (Post Merger Integration - PMI),https://flevy.com/browse/marketplace/post-acquisition-integration-strategy-post-merger-integration-pmi-659,Operational Excellence,PDF,79,Documents & Files
KPI Compilation: 600+ Supply Chain Management KPIs,https://flevy.com/browse/marketplace/kpi-compilation-600-supply-chain-management-kpis-7858,Operational Excellence,PowerPoint,141,LearnPPT Consulting
Key Performance Indicators (KPIs) | Supply Chain Functions,https://flevy.com/browse/marketplace/key-performance-indicators-kpis-supply-chain-functions-8065,Operational Excellence,PowerPoint,113,ILMAM - Strategy & Management Consulting
Cost Drivers Analysis,https://flevy.com/browse/marketplace/cost-drivers-analysis-76,Operational Excellence,PowerPoint,18,LearnPPT Consulting
Risk Management SOPs (+600 KPIs),https://flevy.com/browse/marketplace/risk-management-sops-600-kpis-9227,Operational Excellence,PowerPoint,1587,SB Consulting 
Supplier Relationship Management (SRM) - Supplier Segmentation,https://flevy.com/browse/flevypro/supplier-relationship-management-srm-supplier-segmentation-3013,Operational Excellence,PowerPoint,24,LearnPPT Consulting
Powerful Executive Communication,https://flevy.com/browse/marketplace/powerful-executive-communication-2860,Operational Excellence,PowerPoint,74,Trinity Consulting
Overview of Program Management,https://flevy.com/browse/marketplace/overview-of-program-management-1537,Operational Excellence,PowerPoint,70,S Ramani (GRT Consulting)
Performance Management Maturity Model,https://flevy.com/browse/flevypro/performance-management-maturity-model-5108,Operational Excellence,PowerPoint,25,LearnPPT Consulting
Process Mapping Series: Procure to Pay,https://flevy.com/browse/marketplace/process-mapping-series-procure-to-pay-2790,Operational Excellence,PowerPoint,13,BusinessRules
Templates for Hoshin Kanri Strategy Deployment,https://flevy.com/browse/marketplace/templates-for-hoshin-kanri-strategy-deployment-1227,Operational Excellence,Excel,,Operational Excellence Consulting
5S for the Office,https://flevy.com/browse/marketplace/5s-for-the-office-161,Operational Excellence,PowerPoint,190,Operational Excellence Consulting
4 Stage Model Supply Chain Assessment,https://flevy.com/browse/marketplace/4-stage-model-supply-chain-assessment-670,Operational Excellence,Excel,,Documents & Files
Gemba Walk,https://flevy.com/browse/marketplace/gemba-walk-543,Operational Excellence,PowerPoint,108,Operational Excellence Consulting
Performance Measurement,https://flevy.com/browse/flevypro/performance-measurement-1702,Operational Excellence,PowerPoint,23,LearnPPT Consulting
Lean Office,https://flevy.com/browse/marketplace/lean-office-350,Operational Excellence,PowerPoint,155,Operational Excellence Consulting
Employee Engagement Measurement & Improvement,https://flevy.com/browse/flevypro/employee-engagement-measurement-and-improvement-5321,Operational Excellence,PowerPoint,25,LearnPPT Consulting
Business Process Reengineering (BPR),https://flevy.com/browse/marketplace/business-process-reengineering-bpr-1340,Operational Excellence,PowerPoint,157,Operational Excellence Consulting
Strategic Planning in Manufacturing Toolkit (+600 KPIs),https://flevy.com/browse/marketplace/strategic-planning-in-manufacturing-toolkit-600-kpis-9364,Operational Excellence,PowerPoint,1001,SB Consulting 
Root Cause Analysis (RCA),https://flevy.com/browse/marketplace/root-cause-analysis-rca-617,Operational Excellence,PowerPoint,88,Operational Excellence Consulting
Center of Excellence (CoE),https://flevy.com/browse/marketplace/center-of-excellence-coe-3764,Operational Excellence,PowerPoint,60,R Bradley Consulting
Process Map Series: Order to Cash,https://flevy.com/browse/marketplace/process-map-series-order-to-cash-1530,Operational Excellence,PowerPoint,9,BusinessRules
Strategy Map,https://flevy.com/browse/flevypro/strategy-map-2488,Operational Excellence,PowerPoint,20,PPT Lab
Storyline Templates - An Introduction,https://flevy.com/browse/marketplace/storyline-templates-an-introduction-3460,Operational Excellence,PowerPoint,20,Clarity First 
Total Productive Maintenance (TPM),https://flevy.com/browse/marketplace/total-productive-maintenance-tpm-158,Operational Excellence,PowerPoint,234,Operational Excellence Consulting
Setting Up & Implementing a Project Management Office (PMO),https://flevy.com/browse/marketplace/setting-up-and-implementing-a-project-management-office-pmo-1347,Operational Excellence,PowerPoint,40,S Ramani (GRT Consulting)
Post-merger Integration (PMI): Integration Checklist (Part 1),https://flevy.com/browse/flevypro/post-merger-integration-pmi-integration-checklist-part-1-4159,Operational Excellence,PowerPoint,27,LearnPPT Consulting
Introduction to Balanced Scorecard,https://flevy.com/browse/marketplace/introduction-to-balanced-scorecard-723,Operational Excellence,PowerPoint,60,Documents & Files
MoSCoW  Method,https://flevy.com/browse/flevypro/moscow-method-8923,Operational Excellence,PowerPoint,28,LearnPPT Consulting
Audit Report Model and Sample,https://flevy.com/browse/marketplace/audit-report-model-and-sample-268,Operational Excellence,Word,26,John Kyriazoglou
Manufacturing Company - 10 Year Financial Model,https://flevy.com/browse/marketplace/manufacturing-company-10-year-financial-model-5686,Operational Excellence,Excel,,Profit Vision
Logistics and Transportation Value Chain,https://flevy.com/browse/marketplace/logistics-and-transportation-value-chain-8733,Operational Excellence,PowerPoint,31,LearnPPT Consulting
Make-or-Buy Decision Analysis,https://flevy.com/browse/flevypro/make-or-buy-decision-analysis-3740,Operational Excellence,PowerPoint,23,LearnPPT Consulting
Lean Manufacturing,https://flevy.com/browse/marketplace/lean-manufacturing-160,Operational Excellence,PowerPoint,167,Operational Excellence Consulting
The 8D Problem Solving Process & Tools,https://flevy.com/browse/marketplace/the-8d-problem-solving-process-and-tools-568,Operational Excellence,PowerPoint,206,Operational Excellence Consulting LLC
Project Management Workbook,https://flevy.com/browse/marketplace/project-management-workbook-212,Operational Excellence,Excel,,ppandey87
Supply Chain Strategy Tools & Techniques,https://flevy.com/browse/marketplace/supply-chain-strategy-tools-and-techniques-737,Operational Excellence,PowerPoint,67,Documents & Files
Theory of Constraints,https://flevy.com/browse/flevypro/theory-of-constraints-1883,Operational Excellence,PowerPoint,19,PPT Lab
Supply Chain Resilience,https://flevy.com/browse/flevypro/supply-chain-resilience-4147,Operational Excellence,PowerPoint,23,LearnPPT Consulting
PSL - Lean Office Simulation Game,https://flevy.com/browse/marketplace/psl-lean-office-simulation-game-1592,Operational Excellence,PowerPoint,15,OpEx Academy NZ
Visual Management,https://flevy.com/browse/marketplace/visual-management-640,Operational Excellence,PowerPoint,153,Operational Excellence Consulting
RACI Charting & Analysis,https://flevy.com/browse/flevypro/raci-charting-and-analysis-3474,Operational Excellence,PowerPoint,24,LearnPPT Consulting
Objectives and Key Results (OKRs),https://flevy.com/browse/marketplace/objectives-and-key-results-okrs-9182,Operational Excellence,PowerPoint,94,Operational Excellence Consulting
Fit for Growth,https://flevy.com/browse/flevypro/fit-for-growth-6058,Operational Excellence,PowerPoint,30,LearnPPT Consulting
Warehouse Automation: 10 Technologies,https://flevy.com/browse/flevypro/warehouse-automation-10-technologies-5465,Operational Excellence,PowerPoint,26,LearnPPT Consulting
Strategic Cost Reduction Training,https://flevy.com/browse/marketplace/strategic-cost-reduction-training-729,Operational Excellence,PowerPoint,97,Documents & Files
Business Agility Toolkit (450+ KPIs and OKRs),https://flevy.com/browse/marketplace/business-agility-toolkit-450-kpis-and-okrs-9241,Operational Excellence,PowerPoint,1034,SB Consulting 
Operational Resilience Enhancement Toolkit (600 KPIs & OKRs),https://flevy.com/browse/marketplace/operational-resilience-enhancement-toolkit-600-kpis-and-okrs-9254,Operational Excellence,PowerPoint,1264,SB Consulting 
8D Problem Solving Process & Tools,https://flevy.com/browse/marketplace/8d-problem-solving-process-and-tools-761,Operational Excellence,PowerPoint,256,Operational Excellence Consulting
"Lean Startup Canvas: Guide, Process and Tools",https://flevy.com/browse/marketplace/lean-startup-canvas-guide-process-and-tools-5227,Operational Excellence,PowerPoint,56,ILMAM - Strategy & Management Consulting
Kaizen Event Guide,https://flevy.com/browse/marketplace/kaizen-event-guide-311,Operational Excellence,PowerPoint,143,Operational Excellence Consulting
Supply Chain Management - Sales and Operations Planning (S&OP) Improvement,https://flevy.com/browse/flevypro/supply-chain-management-sales-and-operations-planning-sandop-improvement-2953,Operational Excellence,PowerPoint,27,LearnPPT Consulting
Six Sigma Yellow Belt Training,https://flevy.com/browse/marketplace/six-sigma-yellow-belt-training-2667,Operational Excellence,PowerPoint,73,Nishil Josh
Landed Cost Calculator for USA Imports,https://flevy.com/browse/marketplace/landed-cost-calculator-for-usa-imports-5218,Operational Excellence,Excel,,3PL Manager
Employee Suggestion System (Kaizen Teian),https://flevy.com/browse/marketplace/employee-suggestion-system-kaizen-teian-157,Operational Excellence,PowerPoint,211,Operational Excellence Consulting
Product Management KPIs,https://flevy.com/browse/flevypro/product-management-kpis-5526,Operational Excellence,PowerPoint,32,LearnPPT Consulting
Food & Beverage Company Business Capability Model,https://flevy.com/browse/marketplace/food-and-beverage-company-business-capability-model-3608,Operational Excellence,PDF,1,R Bradley Consulting
Omni-channel Retail Strategy,https://flevy.com/browse/marketplace/omni-channel-retail-strategy-3311,Operational Excellence,PowerPoint,44,LearnPPT Consulting
Lean Standard Work: The Standard Pig Game,https://flevy.com/browse/marketplace/lean-standard-work-the-standard-pig-game-5388,Operational Excellence,PowerPoint,26,Operational Excellence Consulting
ISO 9001:2015 (QMS) Awareness Poster,https://flevy.com/browse/marketplace/iso-90012015-qms-awareness-poster-5308,Operational Excellence,PDF,3,Operational Excellence Consulting
ISO 45001:2018 (OH&S) Awareness Training,https://flevy.com/browse/marketplace/iso-450012018-ohands-awareness-training-3174,Operational Excellence,PowerPoint,73,Operational Excellence Consulting
Warehouse Costing: Cleansheet Analysis,https://flevy.com/browse/flevypro/warehouse-costing-cleansheet-analysis-5509,Operational Excellence,PowerPoint,23,LearnPPT Consulting
Capability Maturity Model (CMM) - Enterprise Architecture,https://flevy.com/browse/flevypro/capability-maturity-model-cmm-enterprise-architecture-2949,Operational Excellence,PowerPoint,24,LearnPPT Consulting
Multichannel Contact Center Strategy,https://flevy.com/browse/flevypro/multichannel-contact-center-strategy-3726,Operational Excellence,PowerPoint,27,LearnPPT Consulting
Closing the Strategy-to-Performance Gap,https://flevy.com/browse/flevypro/closing-the-strategy-to-performance-gap-2760,Operational Excellence,PowerPoint,20,PPT Lab
CX Improvement Program: Delivering Service Excellence,https://flevy.com/browse/marketplace/cx-improvement-program-delivering-service-excellence-159,Operational Excellence,PowerPoint,136,Operational Excellence Consulting
Digital Transformation Self-Assessment Toolkit (450+ KPIs),https://flevy.com/browse/marketplace/digital-transformation-self-assessment-toolkit-450-kpis-9179,Operational Excellence,PowerPoint,1112,SB Consulting 
Strategic Planning Template and Hoshin Kanri Policy Deployment,https://flevy.com/browse/marketplace/strategic-planning-template-and-hoshin-kanri-policy-deployment-1091,Operational Excellence,Excel,,Jake Nielsen
Documents & Drawings Management Register (DDMR),https://flevy.com/browse/marketplace/documents-and-drawings-management-register-ddmr-5214,Operational Excellence,Excel,,Prakash Patel (DMS Trainer & Consultant)
Retail Bank Business Capability Model,https://flevy.com/browse/marketplace/retail-bank-business-capability-model-3611,Operational Excellence,PDF,1,R Bradley Consulting
Project Management SOPs,https://flevy.com/browse/marketplace/project-management-sops-9146,Operational Excellence,PowerPoint,825,SB Consulting 
KPI Compilation: 800+ Human Resource & Talent Management KPIs,https://flevy.com/browse/marketplace/kpi-compilation-800-human-resource-and-talent-management-kpis-7879,Operational Excellence,PowerPoint,168,LearnPPT Consulting
Business Process Maturity Model (BPMM) Series: BPMM Primer,https://flevy.com/browse/flevypro/business-process-maturity-model-bpmm-series-bpmm-primer-4196,Operational Excellence,PowerPoint,23,LearnPPT Consulting
Lean Daily Management System (LDMS),https://flevy.com/browse/marketplace/lean-daily-management-system-ldms-1488,Operational Excellence,PowerPoint,164,Operational Excellence Consulting
Post-merger Integration (PMI): Integration Checklist (Part 2),https://flevy.com/browse/flevypro/post-merger-integration-pmi-integration-checklist-part-2-4160,Operational Excellence,PowerPoint,27,LearnPPT Consulting
Total Quality Management (TQM),https://flevy.com/browse/marketplace/total-quality-management-tqm-152,Operational Excellence,PowerPoint,181,Operational Excellence Consulting
The A3 Problem Solving Process & Tools,https://flevy.com/browse/marketplace/the-a3-problem-solving-process-and-tools-2815,Operational Excellence,PowerPoint,181,Operational Excellence Consulting LLC
Centre of Excellence (CoE) Proposal Example,https://flevy.com/browse/marketplace/centre-of-excellence-coe-proposal-example-3809,Operational Excellence,PDF,1,R Bradley Consulting
The Eight Deadly Lean Wastes,https://flevy.com/browse/marketplace/the-eight-deadly-lean-wastes-3141,Operational Excellence,PowerPoint,114,Operational Excellence Consulting
ISO 31000:2018 (Risk Management) Awareness Training,https://flevy.com/browse/marketplace/iso-310002018-risk-management-awareness-training-4108,Operational Excellence,PowerPoint,61,Operational Excellence Consulting
Key Business Processes | Financial Resources Management,https://flevy.com/browse/marketplace/key-business-processes-financial-resources-management-8139,Operational Excellence,PowerPoint,20,ILMAM - Strategy & Management Consulting
Integrated Business Planning (IBP),https://flevy.com/browse/flevypro/integrated-business-planning-ibp-9315,Operational Excellence,PowerPoint,31,LearnPPT Consulting
Enterprise Cost Reduction Approach,https://flevy.com/browse/marketplace/enterprise-cost-reduction-approach-704,Operational Excellence,PowerPoint,36,Documents & Files
Process Map Series: Introduction to Process Mapping,https://flevy.com/browse/marketplace/process-map-series-introduction-to-process-mapping-1525,Operational Excellence,PowerPoint,12,BusinessRules
Continuous Process Improvement and Innovation (CPI2),https://flevy.com/browse/flevypro/continuous-process-improvement-and-innovation-cpi2-3937,Operational Excellence,PowerPoint,22,LearnPPT Consulting
Purchasing Chessboard,https://flevy.com/browse/flevypro/purchasing-chessboard-3045,Operational Excellence,PowerPoint,24,LearnPPT Consulting
Value Mapping,https://flevy.com/browse/flevypro/value-mapping-2659,Operational Excellence,PowerPoint,19,PPT Lab
Complete Guide to Risk Management (M_o_R),https://flevy.com/browse/marketplace/complete-guide-to-risk-management-mor-437,Operational Excellence,PowerPoint,85,Dartview Consulting
Value Stream Mapping (VSM),https://flevy.com/browse/marketplace/value-stream-mapping-vsm-1971,Operational Excellence,PowerPoint,184,Operational Excellence Consulting
Post-merger Integration (PMI): Integration Checklist (Part 3),https://flevy.com/browse/flevypro/post-merger-integration-pmi-integration-checklist-part-3-4161,Operational Excellence,PowerPoint,28,LearnPPT Consulting
Lean Six Sigma - Process Risk Analysis (FMEA),https://flevy.com/browse/marketplace/lean-six-sigma-process-risk-analysis-fmea-600,Operational Excellence,PowerPoint,131,Operational Excellence Consulting LLC
Supply Chain Management (SCM): Risk Management Strategies,https://flevy.com/browse/flevypro/supply-chain-management-scm-risk-management-strategies-5094,Operational Excellence,PowerPoint,25,LearnPPT Consulting
Structured Problem Solving: Modified A3,https://flevy.com/browse/flevypro/structured-problem-solving-modified-a3-6193,Operational Excellence,PowerPoint,26,LearnPPT Consulting
Cash Flow and Cost Reduction Guide,https://flevy.com/browse/marketplace/cash-flow-and-cost-reduction-guide-4182,Operational Excellence,PowerPoint,33,Corporate Finance 101
Reducing the Cost of Quality (COQ),https://flevy.com/browse/marketplace/reducing-the-cost-of-quality-coq-150,Operational Excellence,PowerPoint,131,Operational Excellence Consulting
Business Continuity Planning (BCP) & Disaster Recovery (DR) Templates,https://flevy.com/browse/marketplace/business-continuity-planning-bcp-and-disaster-recovery-dr-templates-837,Operational Excellence,Excel,,giovanni
Collaborative Process Mapping,https://flevy.com/browse/marketplace/collaborative-process-mapping-97,Operational Excellence,PowerPoint,24,Process Consulting
Crisis Recovery Strategy,https://flevy.com/browse/flevypro/crisis-recovery-strategy-3024,Operational Excellence,PowerPoint,21,LearnPPT Consulting
Freight Management Excel Dashboard Template,https://flevy.com/browse/marketplace/freight-management-excel-dashboard-template-7742,Operational Excellence,Excel,,Improve Your Excel
Lean Standard Work,https://flevy.com/browse/marketplace/lean-standard-work-622,Operational Excellence,PowerPoint,147,Operational Excellence Consulting
Project Management Office (PMO) - Implementation Toolkit,https://flevy.com/browse/marketplace/project-management-office-pmo-implementation-toolkit-3821,Operational Excellence,Excel,,Gerard Blokdijk
7 Principles of Business Process Reengineering (BPR),https://flevy.com/browse/flevypro/7-principles-of-business-process-reengineering-bpr-5203,Operational Excellence,PowerPoint,22,LearnPPT Consulting
A3 Problem Solving Process & Tools,https://flevy.com/browse/marketplace/a3-problem-solving-process-and-tools-1524,Operational Excellence,PowerPoint,256,Operational Excellence Consulting
5S Techniques,https://flevy.com/browse/marketplace/5s-techniques-154,Operational Excellence,PowerPoint,189,Operational Excellence Consulting
Best Practices in Direct Material Procurement,https://flevy.com/browse/marketplace/best-practices-in-direct-material-procurement-680,Operational Excellence,PowerPoint,49,Documents & Files
Key Success Factors,https://flevy.com/browse/marketplace/key-success-factors-210,Operational Excellence,PowerPoint,8,LearnPPT Consulting
Six Sigma - Process Capability Study,https://flevy.com/browse/marketplace/six-sigma-process-capability-study-603,Operational Excellence,PowerPoint,103,Operational Excellence Consulting LLC
GMP (Good Manufacturing Practices) Training,https://flevy.com/browse/marketplace/gmp-good-manufacturing-practices-training-1079,Operational Excellence,PowerPoint,183,OpEx Academy NZ
Sales & Operations Planning Presentation,https://flevy.com/browse/marketplace/sales-and-operations-planning-presentation-1050,Operational Excellence,PowerPoint,60,OpEx Academy NZ
Cost Cutting Strategies,https://flevy.com/browse/marketplace/cost-cutting-strategies-8505,Operational Excellence,PowerPoint,223,SB Consulting 
Merger Integration Management Office (IMO) Toolkit,https://flevy.com/browse/marketplace/merger-integration-management-office-imo-toolkit-8880,Operational Excellence,PowerPoint,414,SB Consulting 
CEO KPI Excel Dashboard,https://flevy.com/browse/marketplace/ceo-kpi-excel-dashboard-8573,Operational Excellence,Excel,,SB Consulting 
Strategic Planning Hoshin Kanri Template,https://flevy.com/browse/marketplace/strategic-planning-hoshin-kanri-template-6936,Operational Excellence,Excel,,SB Consulting 
The Portfolio Management - Intuitive and Robust Concepts,https://flevy.com/browse/marketplace/the-portfolio-management-intuitive-and-robust-concepts-6270,Operational Excellence,PowerPoint,143,RadVector  Consulting
Balanced Scorecard - Comprehensive Guide,https://flevy.com/browse/marketplace/balanced-scorecard-comprehensive-guide-2965,Operational Excellence,PowerPoint,54,P-Square Partners
Key Performance Indicators (KPIs) | IT Functions,https://flevy.com/browse/marketplace/key-performance-indicators-kpis-it-functions-8024,Operational Excellence,PowerPoint,116,ILMAM - Strategy & Management Consulting
Cost-to-Serve (CTS) Analysis,https://flevy.com/browse/flevypro/cost-to-serve-cts-analysis-5395,Operational Excellence,PowerPoint,25,LearnPPT Consulting
CX Improvement Program: Customer Service Essentials,https://flevy.com/browse/marketplace/cx-improvement-program-customer-service-essentials-975,Operational Excellence,PowerPoint,102,Operational Excellence Consulting
World Class Planning & Performance Management,https://flevy.com/browse/marketplace/world-class-planning-and-performance-management-742,Operational Excellence,PowerPoint,43,Documents & Files
Digital Supply Chain Strategy,https://flevy.com/browse/flevypro/digital-supply-chain-strategy-4023,Operational Excellence,PowerPoint,25,LearnPPT Consulting
Lean - Standard or Standardized Work,https://flevy.com/browse/marketplace/lean-standard-or-standardized-work-569,Operational Excellence,PowerPoint,113,Operational Excellence Consulting LLC
Lean Thinking,https://flevy.com/browse/marketplace/lean-thinking-827,Operational Excellence,PowerPoint,163,Operational Excellence Consulting
Balanced Scorecard Strategy Map,https://flevy.com/browse/marketplace/balanced-scorecard-strategy-map-256,Operational Excellence,Excel,,Demand Metric
Supply Chain Performance & Metrics,https://flevy.com/browse/marketplace/supply-chain-performance-and-metrics-673,Operational Excellence,PDF,25,Documents & Files
Supply Chain & Business Risk Assessment,https://flevy.com/browse/marketplace/supply-chain-and-business-risk-assessment-615,Operational Excellence,Excel,,adsupplychain
Project Management - Simplified Framework,https://flevy.com/browse/marketplace/project-management-simplified-framework-6209,Operational Excellence,PowerPoint,166,RadVector  Consulting
Benchmarking Primer,https://flevy.com/browse/marketplace/benchmarking-primer-219,Operational Excellence,PowerPoint,21,PPT Lab
Corporate Performance Measurement,https://flevy.com/browse/marketplace/corporate-performance-measurement-696,Operational Excellence,PowerPoint,106,Documents & Files
Benchmarking for Superior Performance,https://flevy.com/browse/marketplace/benchmarking-for-superior-performance-156,Operational Excellence,PowerPoint,241,Operational Excellence Consulting
5S Poster,https://flevy.com/browse/marketplace/5s-poster-5309,Operational Excellence,PDF,3,Operational Excellence Consulting
Post-merger Integration (PMI): Integration Checklist (Part 4),https://flevy.com/browse/flevypro/post-merger-integration-pmi-integration-checklist-part-4-4162,Operational Excellence,PowerPoint,32,LearnPPT Consulting
Performance Management Primer,https://flevy.com/browse/flevypro/performance-management-primer-2484,Operational Excellence,PowerPoint,15,PPT Lab
Lean Change Management,https://flevy.com/browse/flevypro/lean-change-management-3142,Operational Excellence,PowerPoint,21,LearnPPT Consulting
Business Process Outsourcing (BPO) Sales Deck,https://flevy.com/browse/flevypro/business-process-outsourcing-bpo-sales-deck-1854,Operational Excellence,PowerPoint,20,LearnPPT Consulting
"Objective, Goals, Strategies And Measures (OGSM)",https://flevy.com/browse/marketplace/objective-goals-strategies-and-measures-ogsm-8069,Operational Excellence,PowerPoint,115,SB Consulting 
Lean Six Sigma DMAIC Storyboard Template,https://flevy.com/browse/marketplace/lean-six-sigma-dmaic-storyboard-template-918,Operational Excellence,PowerPoint,61,Operational Excellence Consulting
Project Management Workbook,https://flevy.com/browse/marketplace/project-management-workbook-436,Operational Excellence,Excel,,Daniel M.
