title,url,category,filetype,slide_count,publishing_consultancy,description
"IT Governance Frameworks",https://flevy.com/browse/marketplace/it-governance-frameworks-224,"Digital Transformation",PowerPoint,170,"Operational Excellence Consulting","Developed by an seasoned IT Governance Consultant with global experience at industry giants like Microsoft and IBM, this collection serves as your guide to understanding IT Governance Frameworks for effective IT management and governance."
"Customer Experience Strategy - Template and Guide",https://flevy.com/browse/marketplace/customer-experience-strategy-template-and-guide-2140,"Digital Transformation",PowerPoint,56,"CustCore Consulting","Develop a robust Customer Experience Strategy with this expert guide and template. Created by industry professionals, it ensures alignment and boosts loyalty."
"Digital Transformation: Blockchain Technology",https://flevy.com/browse/marketplace/digital-transformation-blockchain-technology-2710,"Digital Transformation",PowerPoint,87,"LearnPPT Consulting","This presentation is created by former McKinsey, BCG, Deloitte, EY, and Capgemini consultants based on the Blockchain thought leadership global consulting firms."
"Design Thinking",https://flevy.com/browse/marketplace/design-thinking-1980,"Digital Transformation",PowerPoint,225,"Operational Excellence Consulting","Developed by a Design Thinking Consultant with global experience at industry giants like Microsoft & IBM, this presentation is your key to elevating customer experience & boosting satisfaction. Users include Apple, MIT & NASA."
"Customer Journey Mapping - Guide & Templates",https://flevy.com/browse/marketplace/customer-journey-mapping-guide-and-templates-3124,"Digital Transformation",PowerPoint,67,"CustCore Consulting","Explore this comprehensive guide on Customer Journey Mapping, crafted by industry experts. Enhance experience design with practical templates and insights."
"Digital Transformation: Integrated Business Ecosystems",https://flevy.com/browse/marketplace/digital-transformation-integrated-business-ecosystems-3440,"Digital Transformation",PowerPoint,81,"LearnPPT Consulting","This presentation is created by former McKinsey, BCG, Deloitte, EY, and Capgemini consultants. It breaks down 4 critical business ecosystems foundational to a successful Digital Transformation Program."
"Process Automation & Digitalization Assessment",https://flevy.com/browse/marketplace/process-automation-and-digitalization-assessment-8498,"Digital Transformation",PowerPoint,41,"LearnPPT Consulting","This presentation is created by former McKinsey, BCG, Deloitte, EY, and Capgemini consultants. It provides an evaluation of over 150+ items across 6 functional workstreams."
"Artificial Intelligence &#40;AI&#41; Strategy: Top Priorities",https://flevy.com/browse/flevypro/artificial-intelligence-ai-strategy-top-priorities-5883,"Digital Transformation",PowerPoint,26,"LearnPPT Consulting","Explore a strategic framework for AI implementation, crafted by ex-McKinsey and Big 4 consultants. Discover 5 priorities for effective AI integration."
"Service 4.0 Transformation",https://flevy.com/browse/marketplace/service-4-0-transformation-2818,"Digital Transformation",PowerPoint,52,"LearnPPT Consulting","This presentation is created by former McKinsey, BCG, Deloitte, EY, and Capgemini consultants. It explains the framework of Service 4.0 Transformation utilized by global strategy consulting firms."
"Robotic Process Automation (RPA)",https://flevy.com/browse/flevypro/robotic-process-automation-rpa-2746,"Digital Transformation",PowerPoint,36,"PPT Lab","Explore this comprehensive RPA framework by ex-McKinsey and Big 4 consultants. Enhance productivity, compliance, and employee satisfaction with actionable insights."
"Customer Journey Mapping",https://flevy.com/browse/marketplace/customer-journey-mapping-3545,"Digital Transformation",PowerPoint,143,"Operational Excellence Consulting","Developed by a seasoned CX Consultant with global experience at industry giants like Microsoft & IBM, this presentation is your gateway to elevating customer experience and boosting satisfaction. Users include Apple and Syngenta."
"Digital Transformation Governance",https://flevy.com/browse/flevypro/digital-transformation-governance-5079,"Digital Transformation",PowerPoint,27,"LearnPPT Consulting","Explore a robust Digital Transformation Governance framework by ex-McKinsey & Big 4 consultants. Discover 7 principles to enhance digital initiative success."
"Artificial Intelligence Value Chain",https://flevy.com/browse/marketplace/artificial-intelligence-value-chain-9687,"Digital Transformation",PowerPoint,33,"LearnPPT Consulting","This framework is created by former McKinsey, BCG, Deloitte, EY, and Capgemini consultants and provides actionable insights for Artificial Intelligence Industry Value Chain Analysis."
"Digital Organizational Design",https://flevy.com/browse/flevypro/digital-organizational-design-3189,"Digital Transformation",PowerPoint,23,"LearnPPT Consulting","Explore a comprehensive PPT on Digital Organizational Design, crafted by ex-McKinsey & Big 4 consultants. Discover 4 models and diagnostic tools for digital maturity."
"IT Operating Model Framework",https://flevy.com/browse/marketplace/it-operating-model-framework-3897,"Digital Transformation",PowerPoint,41,Eldiablo666,"Explore this IT Operating Model Framework (PPT) by industry experts, designed to enhance IT governance, processes, and performance metrics for strategic alignment."
"Bitcoin Farm Model - Economics",https://flevy.com/browse/marketplace/bitcoin-farm-model-economics-6767,"Digital Transformation",Excel,,"Jair Almeida","Created by a certified Financial Modeler with 10 years+ of experience, including work with KPMG, McKinsey, and Deloitte, and managing $250MM+ in corporate finances. My goal is to provide institutional quality templates and analysis."
"ITIL Service Catalogue Template",https://flevy.com/browse/marketplace/itil-service-catalogue-template-276,"Digital Transformation",Word,11,"Dartview Consulting","Optimize your IT service management with this ITIL v3 Service Catalogue Template, crafted by industry experts. Enhance service delivery and alignment."
"Enterprise Data Management and Governance",https://flevy.com/browse/marketplace/enterprise-data-management-and-governance-6459,"Digital Transformation",PowerPoint,30,"Affinity Consulting Partners","Explore our Enterprise Data Management and Governance PPT, crafted by industry experts, to master data strategies and enhance organizational efficiency."
"Introduction to ChatGPT & Prompt Engineering",https://flevy.com/browse/flevypro/introduction-to-chatgpt-and-prompt-engineering-6813,"Digital Transformation",PowerPoint,35,"LearnPPT Consulting","Explore ChatGPT and Prompt Engineering in this expert PPT by former McKinsey & Big 4 consultants. Understand GPT, its applications, and effective prompt strategies."
"Complete Artificial Intelligence &#40;AI&#41; Handbook",https://flevy.com/browse/marketplace/complete-artificial-intelligence-ai-handbook-7420,"Digital Transformation",PowerPoint,158,"SB Consulting ","These templates are created by trained McKinsey, BCG, and Porsche Consulting consultants and are the same used by MBB, Big 4, and Fortune 100 companies when performing AI Initiatives."
"Software-as-a-Service &#40;SaaS&#41; Value Chain",https://flevy.com/browse/marketplace/software-as-a-service-saas-value-chain-9104,"Digital Transformation",PowerPoint,31,"LearnPPT Consulting","This framework is created by former McKinsey, BCG, Deloitte, EY, and Capgemini consultants and provides actionable insights for SaaS Value Chain Analysis."
"Digital Transformation Frameworks",https://flevy.com/browse/marketplace/digital-transformation-frameworks-5447,"Digital Transformation",PowerPoint,91,"Operational Excellence Consulting","Developed by a Digital Strategy Consultant with global experience at Microsoft & IBM, this collection serves as your resource for Digital Transformation Frameworks, enabling organizational excellence and embracing the future of business."
"ChatGPT: Examples & Best Practices to Increase Performance",https://flevy.com/browse/marketplace/chatgpt-examples-and-best-practices-to-increase-performance-6708,"Digital Transformation",PowerPoint,85,"Samir Faraj","This presentation on ChatGPT is created by a seasoned IT Consultant with global experience at companies like ARAMCO, Al-Muhaidib CO, and Many &quot;SAUDI&quot; public sector Organizations. The author is certified in ITIL 4, AGILE ADAPT,  TOGAF, COB"
"ISO 27001/27002 Security Audit Questionnaire",https://flevy.com/browse/marketplace/iso-27001-27002-security-audit-questionnaire-2622,"Digital Transformation",Excel,,"John Kyriazoglou","Assess your compliance with ISO 27001/27002 using this expert-designed Excel template featuring 372 security questions. Created by industry professionals."
"Complete Guide to ChatGPT & Prompt Engineering",https://flevy.com/browse/marketplace/complete-guide-to-chatgpt-and-prompt-engineering-7776,"Digital Transformation",PowerPoint,62,"LearnPPT Consulting","This framework is created by former McKinsey, BCG, Deloitte, EY, and Capgemini consultants. It serves as a comprehensive guide to understanding ChatGPT and maximizing its potential for your organization."
"Omni-channel Retail Strategy",https://flevy.com/browse/marketplace/omni-channel-retail-strategy-3311,"Digital Transformation",PowerPoint,44,"LearnPPT Consulting","This presentation is created by former McKinsey, BCG, Deloitte, EY, and Capgemini consultants. It teaches a practical consulting framework actively used by tier-1 consulting firms."
"SCRUM Poster: SCRUM Sprint Cycle &#40;A2, A1, A0&#41; - New 2020",https://flevy.com/browse/marketplace/scrum-poster-scrum-sprint-cycle-a2-a1-a0-new-2020-4050,"Digital Transformation",PDF,1,"ITSM Consulting","Explore the SCRUM Sprint Cycle poster, crafted from the latest 2020 Scrum Guide. Ideal for teams seeking clarity in roles, events, and artifacts."
"Incident Management Process PPT &#40;IT Service Management, ITSM&#41;",https://flevy.com/browse/marketplace/incident-management-process-ppt-it-service-management-itsm-1886,"Digital Transformation",PowerPoint,34,"ITSM Consulting","Explore our comprehensive Incident Management Process PPT, crafted by ITSM experts, detailing process flows, roles, KPIs, and risk management for effective IT service alignment."
"Artificial Intelligence (AI): Machine Learning (ML)",https://flevy.com/browse/flevypro/artificial-intelligence-ai-machine-learning-ml-3336,"Digital Transformation",PowerPoint,22,"LearnPPT Consulting","Explore AI & ML fundamentals in this expert PPT by ex-McKinsey consultants. Gain insights on algorithms, data-driven strategies, and actionable templates."
"Pathways to Data Monetization",https://flevy.com/browse/flevypro/pathways-to-data-monetization-5245,"Digital Transformation",PowerPoint,27,"LearnPPT Consulting","Explore pathways to Data Monetization with insights from ex-McKinsey & Big 4 consultants. This framework details internal and external strategies for success."
"Intelligent Process Automation (IPA)",https://flevy.com/browse/flevypro/intelligent-process-automation-ipa-2770,"Digital Transformation",PowerPoint,26,"PPT Lab","Explore Intelligent Process Automation (IPA) developed by ex-McKinsey & Big 4 consultants. Enhance efficiency with RPA, ML, and advanced analytics."
"Data Center &#40;Co-Location&#41; Development Model Pro-forma",https://flevy.com/browse/marketplace/data-center-co-location-development-model-pro-forma-8807,"Digital Transformation",Excel,,"Jair Almeida","Created by a certified Financial Modeler with 10 years+ of experience, including work with KPMG, McKinsey, and Deloitte, and managing $250MM+ in corporate finances. My goal is to provide institutional quality templates and analysis."
"IT Service Catalogue Template",https://flevy.com/browse/marketplace/it-service-catalogue-template-3867,"Digital Transformation",Excel,,"ITSM Consulting","Optimize your IT service delivery with this comprehensive Service Catalogue Template. Created by industry experts, it enhances SLM processes and accountability."
"Customer Journey Assessment & Checklist",https://flevy.com/browse/marketplace/customer-journey-assessment-and-checklist-9237,"Digital Transformation",PowerPoint,42,"LearnPPT Consulting","This framework is created by former McKinsey, BCG, Deloitte, EY, and Capgemini consultants. It provides an evaluation of over 200+ activities & items across 8 phases of the Customer Journey."
"Data Center Development – 10 Year Financial Model",https://flevy.com/browse/marketplace/data-center-development-10-year-financial-model-9164,"Digital Transformation",Excel,,"Profit Vision","This financial model is built by a certified Financial Modeling & Valuation Analyst with over 20+ years of global experience managing over $500MM+ in corporate finances."
"KPI Compilation: 600+ Supply Chain Management KPIs",https://flevy.com/browse/marketplace/kpi-compilation-600-supply-chain-management-kpis-7858,"Digital Transformation",PowerPoint,141,"LearnPPT Consulting","This collection of Supply Chain KPIs is compiled by former McKinsey, BCG, Deloitte, EY, and Capgemini consultants based on best practices in Supply Chain Management."
"Customer Experience Maturity Assessment",https://flevy.com/browse/marketplace/customer-experience-maturity-assessment-4145,"Digital Transformation",PowerPoint,30,"CustCore Consulting","Assess your organization's CX maturity with this comprehensive PPT by an ex-McKinsey consultant. Enhance capabilities through a structured framework and actionable insights."
"Five Pillars of Agile Organizations",https://flevy.com/browse/flevypro/five-pillars-of-agile-organizations-3175,"Digital Transformation",PowerPoint,30,"LearnPPT Consulting","Transform traditional firms into agile leaders with insights from ex-McKinsey & Big 4 consultants. Explore the 5 pillars for agile transformation."
"The Service Strategy Playbook &#40;+Templates & 300KPIs&#41;",https://flevy.com/browse/marketplace/the-service-strategy-playbook-templates-and-300kpis-9578,"Digital Transformation",PowerPoint,1410,"SB Consulting ","This toolkit is created by trained McKinsey, BCG, and Porsche Consulting consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing Service Management Initiatives."
"Consulting AI Prompt Package Toolkit",https://flevy.com/browse/marketplace/consulting-ai-prompt-package-toolkit-10017,"Digital Transformation",PowerPoint,846,"SB Consulting ","This toolkit is created by trained McKinsey, BCG, and Porsche Consulting consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing Strategic Management Initiatives."
"AI Strategy Playbook",https://flevy.com/browse/marketplace/ai-strategy-playbook-9935,"Digital Transformation",PowerPoint,1084,"SB Consulting ","This toolkit is created by trained McKinsey, BCG, and Porsche Consulting consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing Digital Transformation Management Initiatives."
"Digital Transformation: People, Organization & Change",https://flevy.com/browse/marketplace/digital-transformation-people-organization-and-change-5129,"Digital Transformation",PowerPoint,108,"Operational Excellence Consulting","Developed by a seasoned Change Management Consultant with global experience at industry giants like Microsoft and IBM, this comprehensive presentation is your gateway to achieving transformative change and enhancing satisfaction."
"ISO/IEC 27001:2022 &#40;ISMS&#41; Awareness Training",https://flevy.com/browse/marketplace/iso-iec-270012022-isms-awareness-training-6457,"Digital Transformation",PowerPoint,78,"Operational Excellence Consulting","Developed by an ex-ISO Management System Lead Auditor with a wealth of experience at industry leaders like Microsoft and IBM, this presentation is your key to raising awareness of ISO/IEC 27001 and fortifying information security."
"Change Management Process - PPT &#40;IT Service Management, ITSM&#41;",https://flevy.com/browse/marketplace/change-management-process-ppt-it-service-management-itsm-3046,"Digital Transformation",PowerPoint,32,"ITSM Consulting","Explore our detailed PPT on Change Management Process in ITSM, crafted by industry experts. Enhance your service transition with best practices, roles, KPIs, and risk management."
"Digital Maturity Strategy",https://flevy.com/browse/flevypro/digital-maturity-strategy-6268,"Digital Transformation",PowerPoint,36,"LearnPPT Consulting","Explore a comprehensive Digital Maturity Strategy by ex-McKinsey & Big 4 consultants. Master 5 key pillars to enhance your organization's digital capabilities."
"Guide to Delivering Best-in-Class Customer Care",https://flevy.com/browse/marketplace/guide-to-delivering-best-in-class-customer-care-2883,"Digital Transformation",PowerPoint,78,"P-Square Partners","Discover best practices for world-class customer care in this expert guide by an ex-McKinsey consultant. Optimize costs, enhance metrics, and boost efficiency."
"15 Elements of Digital Capabilities",https://flevy.com/browse/flevypro/15-elements-of-digital-capabilities-5656,"Digital Transformation",PowerPoint,30,"LearnPPT Consulting","Explore a framework by ex-McKinsey & Big 4 consultants detailing 15 essential elements of Digital Capabilities for effective transformation and competitive advantage."
"Fit Transformation: Strong, Agile, Lean",https://flevy.com/browse/flevypro/fit-transformation-strong-agile-lean-3015,"Digital Transformation",PowerPoint,24,"LearnPPT Consulting","Explore the Fit Transformation framework by ex-McKinsey consultants. Align strategy, enhance agility, and drive sustainable results in your organization."
"Complete Guide to Customer-centric Design &#40;CCD&#41;",https://flevy.com/browse/marketplace/complete-guide-to-customer-centric-design-ccd-3936,"Digital Transformation",PowerPoint,103,"LearnPPT Consulting","This presentation is created by ex-McKinsey, BCG, Deloitte, EY, & Capgemini consultants. It discusses emerging frameworks related to Customer-centric Design, e.g. Customer Journey, Human-centered Design, & Design-driven Culture."
"Digital Maturity Model and Assessment",https://flevy.com/browse/marketplace/digital-maturity-model-and-assessment-8030,"Digital Transformation",PowerPoint,32,"LearnPPT Consulting","This framework is created by former McKinsey, BCG, Deloitte, EY, and Capgemini consultants. It provides a Digital Maturity Model with an accompanying 101 question Digital Maturity Assessment."
"Digital Insurance Maturity Model",https://flevy.com/browse/marketplace/digital-insurance-maturity-model-6217,"Digital Transformation",PowerPoint,25,"Affinity Consulting Partners","Explore the Digital Insurance Maturity Model, crafted by industry experts, to assess your digital strategy and enhance operational efficiency in insurance."
"Lean Digital Transformation",https://flevy.com/browse/flevypro/lean-digital-transformation-9292,"Digital Transformation",PowerPoint,36,"LearnPPT Consulting","Explore Lean Digital Transformation, crafted by ex-McKinsey & Big 4 consultants. Enhance efficiency with proven methodologies and digital tools."
"The CEO&#039;s Guide to Generative AI",https://flevy.com/browse/marketplace/the-ceoand039s-guide-to-generative-ai-9650,"Digital Transformation",PowerPoint,591,"SB Consulting ","This toolkit is created by trained McKinsey, BCG, and Porsche Consulting consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing Digital Transformation Initiatives."
"Digital Transformation: Step-by-step Implementation Guide",https://flevy.com/browse/marketplace/digital-transformation-step-by-step-implementation-guide-6251,"Digital Transformation",PowerPoint,153,"Operational Excellence Consulting","Developed by a seasoned Digital Strategy Consultant with global experience at industry giants like Microsoft and IBM, this comprehensive presentation is your gateway to achieving transformative change and enhancing customer satisfaction."
"COBIT 2019 Decision Matrix and RACI Chart",https://flevy.com/browse/marketplace/cobit-2019-decision-matrix-and-raci-chart-5248,"Digital Transformation",Excel,,EdmeadFlevy,"Access a COBIT 2019 RACI Chart & Decision Matrix template, crafted by industry experts, to streamline governance and enhance accountability in I&T initiatives."
"Customer-centric Culture",https://flevy.com/browse/flevypro/customer-centric-culture-3831,"Digital Transformation",PowerPoint,23,"LearnPPT Consulting","Explore a framework for building a Customer-centric Culture, crafted by ex-McKinsey and Big 4 consultants. Enhance engagement and drive results."
"Customer Experience Transformation: Customer Care",https://flevy.com/browse/flevypro/customer-experience-transformation-customer-care-3241,"Digital Transformation",PowerPoint,22,"LearnPPT Consulting","Explore a comprehensive PPT on Customer Experience Transformation, crafted by ex-McKinsey and Big 4 consultants. Gain insights on optimizing Customer Journeys and enhancing Customer Care."
"Digital Transformation: Operating Model Transformation",https://flevy.com/browse/flevypro/digital-transformation-operating-model-transformation-3977,"Digital Transformation",PowerPoint,26,"LearnPPT Consulting","Explore a comprehensive framework for Next-gen Operating Model Transformation, crafted by ex-McKinsey and Big 4 consultants. Enhance agility and efficiency."
"Internet of Things (IoT) Decision Framework",https://flevy.com/browse/flevypro/internet-of-things-iot-decision-framework-2922,"Digital Transformation",PowerPoint,21,"LearnPPT Consulting","Explore the IoT Decision Framework by ex-McKinsey & Big 4 consultants. Align strategies across 5 tech layers and 6 decision areas for effective IoT product development."
"Big Data Enablement Framework",https://flevy.com/browse/flevypro/big-data-enablement-framework-2906,"Digital Transformation",PowerPoint,22,"LearnPPT Consulting","Explore the Big Data Enablement Framework, crafted by ex-McKinsey and Big 4 consultants. Gain insights on data strategies, capabilities, and infrastructure."
"SaaS Startup Financial Model - Enterprise and User",https://flevy.com/browse/marketplace/saas-startup-financial-model-enterprise-and-user-5749,"Digital Transformation",Excel,,"Profit Vision","This financial model is built by a certified Financial Modeling & Valuation Analyst with over 20+ years of global experience managing over $500MM+ in corporate finances."
"Data Governance Strategy",https://flevy.com/browse/flevypro/data-governance-strategy-6370,"Digital Transformation",PowerPoint,23,"LearnPPT Consulting","Explore this Data Governance Strategy framework by ex-McKinsey and Big 4 consultants. Enhance data integrity, compliance, and decision-making in your organization."
"Business Architecture Framework",https://flevy.com/browse/marketplace/business-architecture-framework-684,"Digital Transformation",PowerPoint,8,"Documents & Files","Explore a comprehensive Business Architecture Framework by ex-McKinsey consultants. Optimize your organizational strategy with actionable quadrant analysis and KPI insights."
"Effective Communication with Virtual Teams",https://flevy.com/browse/flevypro/effective-communication-with-virtual-teams-3701,"Digital Transformation",PowerPoint,23,"LearnPPT Consulting","Enhance virtual team performance with this framework by ex-McKinsey & Big 4 consultants. Discover best practices for effective remote communication."
"10 Principles of Customer Strategy",https://flevy.com/browse/flevypro/10-principles-of-customer-strategy-3678,"Digital Transformation",PowerPoint,22,"LearnPPT Consulting","Explore 10 key principles of Customer Strategy from ex-McKinsey & Big 4 consultants. Enhance engagement, innovation, and value creation for lasting success."
"Non Functional Requirements &#40;NFR&#41; Example Sets",https://flevy.com/browse/marketplace/non-functional-requirements-nfr-example-sets-3657,"Digital Transformation",Excel,,"R Bradley Consulting","Access a comprehensive Excel template of 1400 Non-Functional Requirements, crafted for IT professionals by industry experts. Streamline your tender documentation."
"Agile Talent Acquisition Strategy",https://flevy.com/browse/flevypro/agile-talent-acquisition-strategy-7142,"Digital Transformation",PowerPoint,33,"LearnPPT Consulting","Explore an Agile Talent Acquisition Strategy developed by ex-McKinsey & Big 4 consultants. Enhance recruitment agility with a 3-phase framework for dynamic organizations."
"BIZBOK Business Architecture Framework",https://flevy.com/browse/flevypro/bizbok-business-architecture-framework-2699,"Digital Transformation",PowerPoint,23,"PPT Lab","Explore the BIZBOK Business Architecture Framework, crafted by ex-McKinsey and Big 4 consultants. Align strategy with execution using proven templates and insights."
"Data Center Financial Model &#40;10+ Year DCF & Valuation&#41;",https://flevy.com/browse/marketplace/data-center-financial-model-10-year-dcf-and-valuation-9374,"Digital Transformation",Excel,,Big4WallStreet,"Created by a Financial Modeling, Planning & Performance Consultant with 15+ years of experience at Ernst & Young, Toyota, Viohalco, and Upstream. Certified from both the Corporate Finance Institute & the Financial Modeling Institute."
"Digital Transformation Strategy: A Framework For Success",https://flevy.com/browse/marketplace/digital-transformation-strategy-a-framework-for-success-9445,"Digital Transformation",PowerPoint,214,"Dwarka Consulting","This toolkit was created by former top consultants from Bain, Deloitte, and BCG after 1,000+ hours of work."
"Prompt Engineering Strategies",https://flevy.com/browse/flevypro/prompt-engineering-strategies-7767,"Digital Transformation",PowerPoint,26,"LearnPPT Consulting","Explore 5 Prompt Engineering Strategies by ex-McKinsey & Big 4 consultants to enhance AI interactions and optimize outputs in your business."
"Agile & Scrum Introduction",https://flevy.com/browse/marketplace/agile-and-scrum-introduction-4063,"Digital Transformation",PowerPoint,107,"ITSM Consulting","Explore Agile & Scrum fundamentals with this expert PPT, featuring insights from the latest Scrum Guide. Ideal for professionals seeking to enhance project delivery."
"Digital Transformation - Intelligence Report &#40;June 2022&#41;",https://flevy.com/browse/marketplace/digital-transformation-intelligence-report-june-2022-6265,"Digital Transformation",PowerPoint,37,FlevyIntel,"Explore the June 2022 Digital Transformation Intelligence Report, crafted by industry experts, detailing trends, tech solutions, and COVID-19 impacts on DX."
"Six Building Blocks of a Customer-Centric Organization",https://flevy.com/browse/flevypro/six-building-blocks-of-a-customer-centric-organization-2803,"Digital Transformation",PowerPoint,32,"PPT Lab","Transform your organization with this expert PPT on building a customer-centric model. Created by industry veterans, it covers key frameworks like McKinsey's Decision Journey."
"Digital Supply Chain Strategy",https://flevy.com/browse/flevypro/digital-supply-chain-strategy-4023,"Digital Transformation",PowerPoint,25,"LearnPPT Consulting","Explore a robust Digital Supply Chain Strategy crafted by ex-McKinsey and Big 4 consultants. Enhance resilience with actionable insights and templates."
"ISO 27001/27002 (2022) - Security Audit Questionnaires &#40;Tool 1&#41;",https://flevy.com/browse/marketplace/iso-27001-27002-2022-security-audit-questionnaires-tool-1-7408,"Digital Transformation",Excel,,"John Kyriazoglou","Streamline your ISO 27001/27002 compliance with this expert-designed Excel tool featuring 800 audit questions. Created by industry professionals, it ensures thorough evaluation of your security controls."
"ISO/IEC 42001:2023 &#40;AI Management System&#41; Awareness Training",https://flevy.com/browse/marketplace/iso-iec-420012023-ai-management-system-awareness-training-9490,"Digital Transformation",PowerPoint,75,"Operational Excellence Consulting","Developed by an ex-ISO Management System Lead Auditor with global experience at industry giants like Microsoft and IBM, this presentation is your key to raising awareness of ISO/IEC 42001 and strengthening responsible AI governance."
"Data Analytics Strategy",https://flevy.com/browse/marketplace/data-analytics-strategy-7770,"Digital Transformation",PowerPoint,205,"SB Consulting ","This toolkit is created by trained McKinsey, BCG, and Porsche Consulting consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing Data Analytics Initiatives."
"ChatGPT  - The Genesis of Artificial Intelligence",https://flevy.com/browse/marketplace/chatgpt-the-genesis-of-artificial-intelligence-6850,"Digital Transformation",PowerPoint,116,"RadVector  Consulting","Developed by a team of experts with global consulting experience at McKinsey, Deloitte, and  Capgemini."
"Quality 4.0 Series: Primer",https://flevy.com/browse/flevypro/quality-4-0-series-primer-5356,"Digital Transformation",PowerPoint,25,"LearnPPT Consulting","Explore the Quality 4.0 framework, crafted by ex-McKinsey & Big 4 consultants, to transform quality management for the Industry 4.0 era."
"Product Management KPIs",https://flevy.com/browse/flevypro/product-management-kpis-5526,"Digital Transformation",PowerPoint,32,"LearnPPT Consulting","Explore essential Product Management KPIs developed by ex-McKinsey & Big 4 consultants. Enhance decision-making with actionable insights and templates."
"IT Capability Maturity Framework (IT-CMF)",https://flevy.com/browse/flevypro/it-capability-maturity-framework-it-cmf-2911,"Digital Transformation",PowerPoint,21,"LearnPPT Consulting","Explore the IT Capability Maturity Framework (IT-CMF) by ex-McKinsey & Big 4 consultants. Enhance IT-business alignment and drive value with structured assessments."
"Impact of Robotic Process Automation (RPA)",https://flevy.com/browse/flevypro/impact-of-robotic-process-automation-rpa-3980,"Digital Transformation",PowerPoint,21,"LearnPPT Consulting","Explore the impact of RPA on workplace dynamics, crafted by ex-McKinsey & Big 4 consultants. Essential insights for executives navigating digital transformation."
"Virtual Teams: Challenges & Benefits",https://flevy.com/browse/flevypro/virtual-teams-challenges-and-benefits-4013,"Digital Transformation",PowerPoint,26,"LearnPPT Consulting","Explore effective strategies for managing Virtual Teams in this PPT by ex-McKinsey and Big 4 consultants. Enhance productivity and tackle key challenges."
"Risk Management: Cybersecurity Strategy",https://flevy.com/browse/flevypro/risk-management-cybersecurity-strategy-3132,"Digital Transformation",PowerPoint,23,"LearnPPT Consulting","Explore a comprehensive PPT on Cybersecurity Strategy by an ex-McKinsey consultant. Strengthen your IT risk management with actionable insights and best practices."
